user,item,rating,sentiment,help_user,value,help_sentiment,helped_sim
212,199,5, </endperson5833>,449</endperson5833>,4</endperson5833>, </endperson5833>,0.3290000896973301 </endperson5833>
212,944,4,acting:+1 </endperson5834>,449</endperson5834>,4</endperson5834>,movie:+1 isnt:+1 </endperson5834>,0.3290000896973301 </endperson5834>
212,84,3,scenes:+1 comedies:-1 </endperson5835>,</endperson5835>,</endperson5835>,</endperson5835>, </endperson5835>
212,1213,3,movie:+1 isnt:+1 comedies:-1 character:-1 scenes:-1 </endperson5836>,</endperson5836>,</endperson5836>,</endperson5836>, </endperson5836>
212,1080,1, </endperson5837>,</endperson5837>,</endperson5837>,</endperson5837>, </endperson5837>
212,955,4, </endperson5838>,</endperson5838>,</endperson5838>,</endperson5838>, </endperson5838>
212,713,4,films:+1 movie:+1 budget:+1 films:-1 </endperson5839>,</endperson5839>,</endperson5839>,</endperson5839>, </endperson5839>
212,922,4,actors:+1 character:-1 isnt:-1 accent:-1 </endperson5840>,85</endperson5840>,4</endperson5840>,character:+1 plot:+1 thriller:+1 </endperson5840>,0.38188496262338556 </endperson5840>
212,497,3,soundtrack:+1 character:-1 </endperson5841>,</endperson5841>,</endperson5841>,</endperson5841>, </endperson5841>
212,651,2, </endperson5842>,</endperson5842>,</endperson5842>,</endperson5842>, </endperson5842>
212,983,2,actor:+1 </endperson5843>,</endperson5843>,</endperson5843>,</endperson5843>, </endperson5843>
212,334,3,movie:+1 </endperson5844>,</endperson5844>,</endperson5844>,</endperson5844>, </endperson5844>
212,1259,5,cast:+1 </endperson5845>,</endperson5845>,</endperson5845>,</endperson5845>, </endperson5845>
213,766,5,films:-1 haunting:-1 </endperson5846>,220;;;;235;;;;253;;;;350;;;;452</endperson5846>,4;;;;4;;;;4;;;;4;;;;4</endperson5846>,films:+1 director:+1 cast:-1 tension:-1 ;;;;reviews:+1 thriller:+1 ;;;;watch:+1 movie:-1 ;;;; ;;;;performances:+1 moments:-1 movie:-1 shots:-1 </endperson5846>,0.38824826189701356;;;;0.46502989788191673;;;;0.3820527177158505;;;;0.0;;;;0.4115635596773901 </endperson5846>
213,854,4,movie:+1 scenes:-1 specialeffects:-1 </endperson5847>,</endperson5847>,</endperson5847>,</endperson5847>, </endperson5847>
213,714,4,comedy:+1 </endperson5848>,</endperson5848>,</endperson5848>,</endperson5848>, </endperson5848>
213,982,4,stunt:+1 performance:+1 </endperson5849>,</endperson5849>,</endperson5849>,</endperson5849>, </endperson5849>
213,553,5,comedy:+1 </endperson5850>,</endperson5850>,</endperson5850>,</endperson5850>, </endperson5850>
213,765,5,films:+1 scenes:+1 comedymoments:+1 </endperson5851>,</endperson5851>,</endperson5851>,</endperson5851>, </endperson5851>
213,974,4,horror:-1 wasnt:-1 </endperson5852>,481</endperson5852>,4</endperson5852>,films:+1 movie:+1 films:-1 plot:-1 tfeel:-1 </endperson5852>,0.4013677162623297 </endperson5852>
213,721,3,character:+1 </endperson5853>,</endperson5853>,</endperson5853>,</endperson5853>, </endperson5853>
213,136,4,watch:+1 horror:-1 </endperson5854>,199;;;;380;;;;702</endperson5854>,3;;;;3;;;;3</endperson5854>, ;;;;movie:+1 star:+1 scenes:+1 horror:-1 ;;;;budget:-1 </endperson5854>,0.304258737527483;;;;0.21959030111945355;;;;0.39260856570474867 </endperson5854>
214,748,3,movie:+1 performances:+1 </endperson5855>,</endperson5855>,</endperson5855>,</endperson5855>, </endperson5855>
214,1244,5, </endperson5856>,</endperson5856>,</endperson5856>,</endperson5856>, </endperson5856>
214,209,5,director:-1 </endperson5857>,1;;;;225;;;;409;;;;420</endperson5857>,4;;;;4;;;;4;;;;4</endperson5857>,films:-1 ;;;;actors:+1 plot:-1 ;;;;star:+1 ;;;;acting:+1 </endperson5857>,0.46011172213345086;;;;0.43074154806063003;;;;0.37973244353238456;;;;0.1689595723315076 </endperson5857>
214,1181,2, </endperson5858>,353</endperson5858>,4</endperson5858>,tshow:+1 scene:+1 </endperson5858>,0.43059691249813126 </endperson5858>
214,203,4,acting:+1 </endperson5859>,1;;;;216</endperson5859>,4;;;;4</endperson5859>, ;;;;films:+1 moments:-1 </endperson5859>,0.46011172213345086;;;;0.302417054446493 </endperson5859>
214,353,5, </endperson5860>,409</endperson5860>,4</endperson5860>,actors:+1 </endperson5860>,0.37973244353238456 </endperson5860>
215,814,5,credits:-1 </endperson5861>,230;;;;262;;;;637;;;;638</endperson5861>,4;;;;4;;;;4;;;;4</endperson5861>,movie:+1 ;;;;scenery:+1 plot:-1 ;;;; ;;;;movie:-1 scenes:-1 accent:-1 </endperson5861>,0.5140541579573602;;;;0.21665239973471917;;;;0.0;;;;0.31858328568365546 </endperson5861>
215,1298,5,movie:+1 films:-1 character:-1 storyline:-1 </endperson5862>,</endperson5862>,</endperson5862>,</endperson5862>, </endperson5862>
215,765,5,disc:+1 acting:+1 passenger:-1 </endperson5863>,216;;;;253;;;;348</endperson5863>,4;;;;4;;;;4</endperson5863>,horrorfilms:+1 actors:-1 menace:-1 ;;;;specialeffects:+1 ;;;; </endperson5863>,0.4517133021755908;;;;0.4266055050246589;;;;0.0 </endperson5863>
215,1289,4,actors:+1 character:+1 scenes:+1 character:-1 </endperson5864>,</endperson5864>,</endperson5864>,</endperson5864>, </endperson5864>
215,1230,5, </endperson5865>,668</endperson5865>,4</endperson5865>, </endperson5865>,0.2976816812905707 </endperson5865>
215,1299,5,soundtrack:+1 scenes:+1 films:-1 character:-1 </endperson5866>,</endperson5866>,</endperson5866>,</endperson5866>, </endperson5866>
215,1286,3,watch:-1 </endperson5867>,</endperson5867>,</endperson5867>,</endperson5867>, </endperson5867>
215,206,5,character:-1 </endperson5868>,</endperson5868>,</endperson5868>,</endperson5868>, </endperson5868>
215,1254,5,character:-1 </endperson5869>,</endperson5869>,</endperson5869>,</endperson5869>, </endperson5869>
215,838,5,character:+1 </endperson5870>,491</endperson5870>,4</endperson5870>,comedy:-1 </endperson5870>,0.12041316368297095 </endperson5870>
215,369,4,scenes:+1 acting:+1 </endperson5871>,240;;;;264</endperson5871>,4;;;;4</endperson5871>,plot:+1 plot:-1 ;;;;movie:+1 </endperson5871>,0.30742588474627697;;;;0.47559972660125727 </endperson5871>
215,364,4,movie:-1 scene:-1 </endperson5872>,</endperson5872>,</endperson5872>,</endperson5872>, </endperson5872>
216,1079,5,movies:+1 films:+1 soundtrack:+1 movie:+1 trademark:+1 movie:-1 </endperson5873>,421</endperson5873>,4</endperson5873>,actors:+1 </endperson5873>,0.32177663232045506 </endperson5873>
216,203,5,films:+1 moments:-1 </endperson5874>,214;;;;230;;;;704</endperson5874>,4;;;;4;;;;4</endperson5874>,acting:+1 ;;;; ;;;;screen:+1 movies:-1 movie:-1 specialeffects:-1 </endperson5874>,0.302417054446493;;;;0.45108689773304267;;;;0.28887200619344167 </endperson5874>
216,861,5,movie:+1 explosions:+1 </endperson5875>,230;;;;361</endperson5875>,4;;;;4</endperson5875>,character:+1 movie:+1 ;;;;character:-1 </endperson5875>,0.45108689773304267;;;;0.2074766930929519 </endperson5875>
216,345,4,cast:+1 wi:+1 moments:+1 </endperson5876>,3;;;;230;;;;253;;;;342</endperson5876>,4;;;;4;;;;4;;;;4</endperson5876>, ;;;;movie:+1 ;;;;acting:+1 scenes:-1 ;;;;character:+1 </endperson5876>,0.4424893725461776;;;;0.45108689773304267;;;;0.4280463085247488;;;;0.5148946112277389 </endperson5876>
216,553,4,script:+1 </endperson5877>,333</endperson5877>,4</endperson5877>,reviews:+1 reviews:-1 movie:-1 </endperson5877>,0.11065410481233118 </endperson5877>
216,611,5,cameos:+1 </endperson5878>,246;;;;529</endperson5878>,3;;;;4</endperson5878>,movie:+1 ;;;;screens:+1 humour:-1 </endperson5878>,0.22677343281265805;;;;0.0 </endperson5878>
216,1021,5,films:+1 movie:+1 films:-1 movie:-1 </endperson5879>,361</endperson5879>,4</endperson5879>, </endperson5879>,0.2074766930929519 </endperson5879>
216,901,2,moments:+1 </endperson5880>,421;;;;665</endperson5880>,4;;;;3</endperson5880>,character:+1 moments:+1 movie:+1 movies:-1 character:-1 moments:-1 ;;;; </endperson5880>,0.32177663232045506;;;;0.25026380598942066 </endperson5880>
216,602,5,films:+1 budget:-1 </endperson5881>,</endperson5881>,</endperson5881>,</endperson5881>, </endperson5881>
216,868,5,movie:-1 </endperson5882>,25</endperson5882>,4</endperson5882>, </endperson5882>,0.3385066297904322 </endperson5882>
216,765,5,horrorfilms:+1 actors:-1 menace:-1 </endperson5883>,215;;;;227;;;;358</endperson5883>,4;;;;4;;;;4</endperson5883>,disc:+1 acting:+1 passenger:-1 ;;;; ;;;;camerawork:+1 character:-1 </endperson5883>,0.4517133021755908;;;;0.5005276119788414;;;;0.16287047942971422 </endperson5883>
216,1134,5,character:-1 </endperson5884>,</endperson5884>,</endperson5884>,</endperson5884>, </endperson5884>
216,722,5,acting:+1 storyline:-1 </endperson5885>,421</endperson5885>,4</endperson5885>, </endperson5885>,0.32177663232045506 </endperson5885>
216,758,5, </endperson5886>,</endperson5886>,</endperson5886>,</endperson5886>, </endperson5886>
216,728,5,films:+1 moments:+1 vampires:+1 storyline:+1 screen:+1 </endperson5887>,</endperson5887>,</endperson5887>,</endperson5887>, </endperson5887>
216,833,1, </endperson5888>,</endperson5888>,</endperson5888>,</endperson5888>, </endperson5888>
216,1152,5,performance:+1 </endperson5889>,224;;;;237</endperson5889>,4;;;;4</endperson5889>, ;;;; </endperson5889>,0.288436642930314;;;;0.11952009341719394 </endperson5889>
216,220,3,movies:+1 movie:+1 isnt:-1 </endperson5890>,354;;;;639</endperson5890>,4;;;;4</endperson5890>,performance:+1 specialeffects:+1 ;;;;plot:-1 </endperson5890>,0.3830398293823192;;;;0.1360393257554099 </endperson5890>
216,835,4,performances:+1 acting:+1 </endperson5891>,353</endperson5891>,4</endperson5891>,films:+1 scenes:+1 slook:+1 actors:-1 </endperson5891>,0.19498118656458852 </endperson5891>
217,197,5,moments:-1 </endperson5892>,207;;;;261;;;;353</endperson5892>,4;;;;4;;;;4</endperson5892>,performances:+1 ;;;;specialeffects:+1 character:-1 ;;;;scenes:+1 script:+1 scenes:-1 </endperson5892>,0.4908120390639312;;;;0.5612099776155988;;;;0.43466798722230593 </endperson5892>
217,820,5,performance:+1 scenes:+1 acting:+1 </endperson5893>,17;;;;148;;;;382;;;;444;;;;639;;;;643</endperson5893>,4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson5893>, ;;;;plot:+1 isnt:+1 ;;;;movie:+1 ;;;;character:+1 scenes:+1 ;;;;tfeel:+1 performances:+1 ;;;;movie:+1 scenes:+1 </endperson5893>,0.6511014197013373;;;;0.4627983740155014;;;;0.6528699405608686;;;;0.5244329205403998;;;;0.3422363823593243;;;;0.37059341329716333 </endperson5893>
217,495,5,character:+1 script:+1 </endperson5894>,264;;;;361;;;;381</endperson5894>,4;;;;4;;;;4</endperson5894>, ;;;;isnt:+1 scenes:+1 snothing:+1 scenes:-1 ;;;;films:-1 character:-1 moments:-1 </endperson5894>,0.5123775315230588;;;;0.3047084716130425;;;;0.2962643687134854 </endperson5894>
217,234,5,character:+1 actionfilm:+1 menus:+1 scenes:-1 </endperson5895>,526;;;;725</endperson5895>,4;;;;4</endperson5895>,movie:-1 ;;;;character:+1 </endperson5895>,0.48340027709404;;;;0.4442893666339215 </endperson5895>
217,874,5,wi:+1 scenes:+1 </endperson5896>,110;;;;225;;;;346;;;;704</endperson5896>,4;;;;4;;;;4;;;;4</endperson5896>,performance:+1 acting:+1 ;;;;isnt:+1 character:-1 isnt:-1 ;;;;character:+1 isnt:+1 scenes:+1 character:-1 scene:-1 ;;;;scenes:+1 </endperson5896>,0.5474360675516925;;;;0.6052314255283912;;;;0.42003737029785615;;;;0.423470793219207 </endperson5896>
217,1248,5, </endperson5897>,</endperson5897>,</endperson5897>,</endperson5897>, </endperson5897>
217,190,5,acting:+1 </endperson5898>,1;;;;17;;;;234;;;;258;;;;444</endperson5898>,4;;;;4;;;;4;;;;4;;;;4</endperson5898>, ;;;;movies:+1 baddie:+1 scenes:-1 ;;;;films:+1 performance:+1 ;;;;character:-1 ;;;;films:-1 character:-1 </endperson5898>,0.6461768351667159;;;;0.6511014197013373;;;;0.3619800910771662;;;;0.4780592986155888;;;;0.5244329205403998 </endperson5898>
217,808,5,films:+1 </endperson5899>,</endperson5899>,</endperson5899>,</endperson5899>, </endperson5899>
218,479,3,specialeffects:+1 storyline:-1 </endperson5900>,</endperson5900>,</endperson5900>,</endperson5900>, </endperson5900>
218,772,5,ending:+1 </endperson5901>,148</endperson5901>,4</endperson5901>,audiences:+1 menus:+1 </endperson5901>,0.37294079172386174 </endperson5901>
218,804,5,movies:+1 movie:+1 </endperson5902>,</endperson5902>,</endperson5902>,</endperson5902>, </endperson5902>
218,207,5,performance:+1 movie:+1 movie:-1 </endperson5903>,</endperson5903>,</endperson5903>,</endperson5903>, </endperson5903>
218,371,4,movie:+1 </endperson5904>,</endperson5904>,</endperson5904>,</endperson5904>, </endperson5904>
218,213,4,movie:+1 </endperson5905>,</endperson5905>,</endperson5905>,</endperson5905>, </endperson5905>
219,773,5, </endperson5906>,</endperson5906>,</endperson5906>,</endperson5906>, </endperson5906>
219,762,4,isnt:+1 </endperson5907>,</endperson5907>,</endperson5907>,</endperson5907>, </endperson5907>
219,381,1,actors:+1 actors:-1 films:-1 comics:-1 acting:-1 </endperson5908>,10</endperson5908>,4</endperson5908>,films:+1 comics:+1 films:-1 </endperson5908>,0.5269067860909575 </endperson5908>
219,698,5,isnt:-1 watch:-1 </endperson5909>,378</endperson5909>,4</endperson5909>,movie:-1 </endperson5909>,0.4897729632286233 </endperson5909>
219,691,4,isnt:-1 </endperson5910>,488</endperson5910>,4</endperson5910>,isnt:+1 comedy:+1 comedy:-1 </endperson5910>,0.445452218290709 </endperson5910>
219,988,4, </endperson5911>,147</endperson5911>,4</endperson5911>,performance:+1 director:+1 character:-1 </endperson5911>,0.4349091924398145 </endperson5911>
219,1241,4,horrorfilms:+1 scenes:-1 </endperson5912>,151</endperson5912>,4</endperson5912>,horror:+1 nudity:+1 horrorfilms:+1 </endperson5912>,0.4619926287577665 </endperson5912>
219,526,4, </endperson5913>,</endperson5913>,</endperson5913>,</endperson5913>, </endperson5913>
219,943,3,films:+1 character:+1 isnt:+1 </endperson5914>,</endperson5914>,</endperson5914>,</endperson5914>, </endperson5914>
219,379,5,movie:+1 characters:+1 </endperson5915>,573</endperson5915>,4</endperson5915>,budget:-1 </endperson5915>,0.3830293083460983 </endperson5915>
219,1300,3,vampire:+1 character:-1 </endperson5916>,</endperson5916>,</endperson5916>,</endperson5916>, </endperson5916>
219,717,4,movie:+1 movie:-1 </endperson5917>,</endperson5917>,</endperson5917>,</endperson5917>, </endperson5917>
219,963,5,character:+1 movies:-1 character:-1 movie:-1 </endperson5918>,</endperson5918>,</endperson5918>,</endperson5918>, </endperson5918>
219,751,3,character:+1 </endperson5919>,</endperson5919>,</endperson5919>,</endperson5919>, </endperson5919>
219,870,5,soundtrack:+1 movie:-1 nudity:-1 </endperson5920>,</endperson5920>,</endperson5920>,</endperson5920>, </endperson5920>
219,1244,5,scenes:+1 </endperson5921>,</endperson5921>,</endperson5921>,</endperson5921>, </endperson5921>
219,784,5, </endperson5922>,</endperson5922>,</endperson5922>,</endperson5922>, </endperson5922>
219,1167,5, </endperson5923>,</endperson5923>,</endperson5923>,</endperson5923>, </endperson5923>
219,1255,3,thalf:+1 </endperson5924>,</endperson5924>,</endperson5924>,</endperson5924>, </endperson5924>
219,925,3,films:+1 movie:+1 moments:-1 </endperson5925>,</endperson5925>,</endperson5925>,</endperson5925>, </endperson5925>
219,216,5, </endperson5926>,211;;;;243</endperson5926>,4;;;;4</endperson5926>, ;;;;adventure:+1 scenes:+1 </endperson5926>,0.2985939931025925;;;;0.2770299684991988 </endperson5926>
219,1301,5,scenes:+1 </endperson5927>,</endperson5927>,</endperson5927>,</endperson5927>, </endperson5927>
219,357,5,character:+1 scene:+1 character:-1 </endperson5928>,</endperson5928>,</endperson5928>,</endperson5928>, </endperson5928>
219,829,4, </endperson5929>,</endperson5929>,</endperson5929>,</endperson5929>, </endperson5929>
219,893,5, </endperson5930>,</endperson5930>,</endperson5930>,</endperson5930>, </endperson5930>
219,787,4, </endperson5931>,</endperson5931>,</endperson5931>,</endperson5931>, </endperson5931>
219,228,4, </endperson5932>,243</endperson5932>,4</endperson5932>, </endperson5932>,0.2770299684991988 </endperson5932>
219,949,3, </endperson5933>,</endperson5933>,</endperson5933>,</endperson5933>, </endperson5933>
219,232,4,screen:-1 </endperson5934>,</endperson5934>,</endperson5934>,</endperson5934>, </endperson5934>
219,1009,4, </endperson5935>,</endperson5935>,</endperson5935>,</endperson5935>, </endperson5935>
219,538,5,films:+1 scenes:-1 </endperson5936>,</endperson5936>,</endperson5936>,</endperson5936>, </endperson5936>
219,1172,4, </endperson5937>,</endperson5937>,</endperson5937>,</endperson5937>, </endperson5937>
219,1150,2,films:+1 rating:+1 </endperson5938>,</endperson5938>,</endperson5938>,</endperson5938>, </endperson5938>
219,1228,4,isnt:-1 </endperson5939>,</endperson5939>,</endperson5939>,</endperson5939>, </endperson5939>
219,847,4,plot:+1 </endperson5940>,377</endperson5940>,4</endperson5940>, </endperson5940>,0.5445659858735102 </endperson5940>
219,775,4, </endperson5941>,750</endperson5941>,4</endperson5941>,storyline:-1 scene:-1 </endperson5941>,0.2800492418565379 </endperson5941>
219,109,4, </endperson5942>,</endperson5942>,</endperson5942>,</endperson5942>, </endperson5942>
219,408,5, </endperson5943>,</endperson5943>,</endperson5943>,</endperson5943>, </endperson5943>
220,747,2,films:+1 plot:-1 </endperson5944>,</endperson5944>,</endperson5944>,</endperson5944>, </endperson5944>
220,948,5,character:+1 performance:+1 </endperson5945>,</endperson5945>,</endperson5945>,</endperson5945>, </endperson5945>
220,706,2,scene:-1 </endperson5946>,</endperson5946>,</endperson5946>,</endperson5946>, </endperson5946>
220,117,2,performance:+1 </endperson5947>,</endperson5947>,</endperson5947>,</endperson5947>, </endperson5947>
220,1250,5,films:+1 mans:+1 movie:-1 gangleader:-1 </endperson5948>,172</endperson5948>,4</endperson5948>,storyline:+1 performances:+1 budget:+1 acting:-1 </endperson5948>,0.22959046704501163 </endperson5948>
220,1176,5, </endperson5949>,172;;;;261;;;;347;;;;378;;;;420</endperson5949>,4;;;;4;;;;4;;;;4;;;;4</endperson5949>,moving:+1 character:-1 ;;;;movie:+1 ;;;;movie:+1 isnt:+1 movie:-1 scenes:-1 ;;;;films:-1 watch:-1 ;;;;movie:+1 </endperson5949>,0.22959046704501163;;;;0.315293474333022;;;;0.42227899013071357;;;;0.2607504446519041;;;;0.0 </endperson5949>
220,343,3,diamond:+1 movie:+1 </endperson5950>,333;;;;420</endperson5950>,4;;;;4</endperson5950>,films:+1 films:-1 sfather:-1 ;;;; </endperson5950>,0.20950564403328498;;;;0.0 </endperson5950>
220,209,2,character:+1 character:-1 </endperson5951>,199</endperson5951>,4</endperson5951>,character:+1 </endperson5951>,0.45295760902526017 </endperson5951>
220,766,5,films:+1 director:+1 cast:-1 tension:-1 </endperson5952>,213;;;;235</endperson5952>,4;;;;3</endperson5952>,films:-1 haunting:-1 ;;;;reviews:+1 thriller:+1 </endperson5952>,0.38824826189701356;;;;0.42737568583998153 </endperson5952>
220,204,4,soundtrack:+1 movie:+1 arent:-1 plot:-1 </endperson5953>,420</endperson5953>,4</endperson5953>, </endperson5953>,0.0 </endperson5953>
220,786,3,films:-1 script:-1 </endperson5954>,</endperson5954>,</endperson5954>,</endperson5954>, </endperson5954>
220,341,5,actors:+1 moments:+1 </endperson5955>,</endperson5955>,</endperson5955>,</endperson5955>, </endperson5955>
220,1259,3,films:+1 </endperson5956>,</endperson5956>,</endperson5956>,</endperson5956>, </endperson5956>
220,918,4,films:+1 movie:+1 movie:-1 </endperson5957>,235;;;;333;;;;420;;;;424;;;;704</endperson5957>,4;;;;4;;;;4;;;;3;;;;4</endperson5957>,acting:+1 ;;;;character:-1 movie:-1 genres:-1 explosions:-1 budget:-1 ;;;;character:-1 movie:-1 ;;;;movie:+1 performance:-1 ;;;;films:+1 performances:+1 moving:-1 </endperson5957>,0.42737568583998153;;;;0.20950564403328498;;;;0.0;;;;0.26601107573160654;;;;0.35047509673397403 </endperson5957>
220,698,2, </endperson5958>,333;;;;633</endperson5958>,4;;;;4</endperson5958>,films:-1 ;;;;movie:+1 isnt:+1 stunt:-1 </endperson5958>,0.20950564403328498;;;;0.0 </endperson5958>
220,974,3,actor:+1 cast:-1 plot:-1 </endperson5959>,674;;;;704</endperson5959>,4;;;;4</endperson5959>,moments:-1 ;;;;hollywood:-1 </endperson5959>,0.16192602948834622;;;;0.35047509673397403 </endperson5959>
220,1245,4,acting:+1 films:-1 character:-1 </endperson5960>,</endperson5960>,</endperson5960>,</endperson5960>, </endperson5960>
220,983,3,twists:+1 </endperson5961>,</endperson5961>,</endperson5961>,</endperson5961>, </endperson5961>
220,210,2,films:+1 cameos:-1 plot:-1 budget:-1 </endperson5962>,1;;;;211;;;;333;;;;347;;;;449;;;;637</endperson5962>,3;;;;4;;;;4;;;;4;;;;4;;;;4</endperson5962>,performance:+1 ;;;;films:+1 ;;;;movies:+1 moments:-1 ;;;;films:+1 wi:+1 films:-1 moments:-1 toilethumour:-1 ;;;; ;;;; </endperson5962>,0.4370169435662655;;;;0.20629008769393808;;;;0.20950564403328498;;;;0.42227899013071357;;;;0.5316478433840827;;;;0.3755411793227812 </endperson5962>
220,1123,1,performance:+1 acting:-1 </endperson5963>,576</endperson5963>,2</endperson5963>, </endperson5963>,0.24520014633567888 </endperson5963>
220,218,1, </endperson5964>,1</endperson5964>,4</endperson5964>,movie:+1 comedy:-1 </endperson5964>,0.4370169435662655 </endperson5964>
220,861,5,films:+1 movie:+1 plot:+1 explosions:+1 script:-1 </endperson5965>,25;;;;54;;;;216;;;;230;;;;361;;;;378;;;;381;;;;424;;;;438;;;;604;;;;639;;;;647;;;;812</endperson5965>,4;;;;4;;;;4;;;;4;;;;4;;;;4;;;;4;;;;3;;;;4;;;;4;;;;3;;;;4;;;;4</endperson5965>,cringe:+1 ;;;;acting:+1 movie:-1 tlook:-1 ;;;;movie:+1 explosions:+1 ;;;;character:+1 movie:+1 ;;;;character:-1 ;;;;specialeffects:+1 moments:-1 movie:-1 ;;;;scenes:+1 ;;;; ;;;;scene:-1 ;;;;actors:+1 performance:+1 ;;;; ;;;;soundtrack:+1 ;;;;star:+1 casting:+1 films:-1 </endperson5965>,0.33371135808416386;;;;0.40087043837992753;;;;0.22152827297786726;;;;0.5055249602378218;;;;0.11424299252239956;;;;0.2607504446519041;;;;0.13221204944043685;;;;0.26601107573160654;;;;0.22899798700364493;;;;0.0;;;;0.27901926435851987;;;;0.39194839870163545;;;;0.2912473230595919 </endperson5965>
220,970,3,acting:-1 </endperson5966>,</endperson5966>,</endperson5966>,</endperson5966>, </endperson5966>
220,371,1,actor:+1 </endperson5967>,218</endperson5967>,4</endperson5967>,movie:+1 </endperson5967>,0.38805700154882694 </endperson5967>
220,239,1,plot:+1 </endperson5968>,</endperson5968>,</endperson5968>,</endperson5968>, </endperson5968>
220,718,1,movie:-1 </endperson5969>,</endperson5969>,</endperson5969>,</endperson5969>, </endperson5969>
220,1248,1,performance:+1 </endperson5970>,</endperson5970>,</endperson5970>,</endperson5970>, </endperson5970>
220,1302,1,films:+1 character:+1 </endperson5971>,</endperson5971>,</endperson5971>,</endperson5971>, </endperson5971>
220,211,5,cast:+1 performance:+1 films:-1 </endperson5972>,230</endperson5972>,4</endperson5972>,character:+1 plot:-1 </endperson5972>,0.5055249602378218 </endperson5972>
220,799,5,character:-1 </endperson5973>,262;;;;378;;;;384</endperson5973>,4;;;;4;;;;4</endperson5973>,movie:-1 ;;;;actingability:+1 ;;;;movies:+1 plot:+1 acting:+1 movie:-1 </endperson5973>,0.539607645394973;;;;0.2607504446519041;;;;0.41074515158606295 </endperson5973>
220,214,5, </endperson5974>,673;;;;704</endperson5974>,3;;;;3</endperson5974>,movie:+1 ;;;;movies:+1 character:+1 </endperson5974>,0.16265092268642511;;;;0.35047509673397403 </endperson5974>
220,721,1, </endperson5975>,213;;;;384;;;;708;;;;710</endperson5975>,4;;;;4;;;;3;;;;3</endperson5975>,character:+1 ;;;;acting:+1 character:-1 ;;;; ;;;;cast:+1 isnt:-1 </endperson5975>,0.38824826189701356;;;;0.41074515158606295;;;;0.0;;;;0.4057086761988745 </endperson5975>
220,216,1,characterisation:-1 acting:-1 </endperson5976>,249</endperson5976>,4</endperson5976>,wizard:-1 </endperson5976>,0.45924877581664325 </endperson5976>
220,1168,5,plot:-1 </endperson5977>,</endperson5977>,</endperson5977>,</endperson5977>, </endperson5977>
220,723,4, </endperson5978>,249</endperson5978>,4</endperson5978>,character:-1 </endperson5978>,0.45924877581664325 </endperson5978>
220,1303,2, </endperson5979>,</endperson5979>,</endperson5979>,</endperson5979>, </endperson5979>
220,205,1,actor:+1 movie:+1 plot:+1 director:+1 </endperson5980>,162;;;;631;;;;810</endperson5980>,4;;;;4;;;;3</endperson5980>, ;;;; ;;;;actor:+1 </endperson5980>,0.16234497614331422;;;;0.3455161617338818;;;;0.4514918988325478 </endperson5980>
220,91,5, </endperson5981>,</endperson5981>,</endperson5981>,</endperson5981>, </endperson5981>
220,1304,5,plot:-1 plottwists:-1 </endperson5982>,648</endperson5982>,4</endperson5982>,films:+1 watch:+1 </endperson5982>,0.4335828574453089 </endperson5982>
220,724,5,actors:-1 </endperson5983>,704</endperson5983>,3</endperson5983>, </endperson5983>,0.35047509673397403 </endperson5983>
220,446,4,horrorfilms:+1 </endperson5984>,794</endperson5984>,4</endperson5984>,ending:+1 acting:+1 </endperson5984>,0.22899798700364493 </endperson5984>
220,220,3,scenery:+1 </endperson5985>,244;;;;694;;;;794</endperson5985>,4;;;;3;;;;4</endperson5985>,movie:+1 moments:-1 ;;;;movie:+1 ;;;;dino:-1 </endperson5985>,0.23984590485760915;;;;0.0;;;;0.22899798700364493 </endperson5985>
220,1305,4,films:+1 </endperson5986>,</endperson5986>,</endperson5986>,</endperson5986>, </endperson5986>
220,358,5,warfilms:+1 </endperson5987>,233</endperson5987>,4</endperson5987>,battlescene:+1 soundtrack:+1 </endperson5987>,0.4111639471439589 </endperson5987>
220,1136,5,films:+1 cast:+1 plot:+1 films:-1 </endperson5988>,</endperson5988>,</endperson5988>,</endperson5988>, </endperson5988>
220,1203,5,films:+1 plot:+1 storyboard:+1 plot:-1 </endperson5989>,593;;;;722</endperson5989>,4;;;;2</endperson5989>,character:-1 scene:-1 ;;;;films:+1 </endperson5989>,0.5541233195553574;;;;0.21108775856603812 </endperson5989>
220,835,1,fans:-1 </endperson5990>,794</endperson5990>,4</endperson5990>,chemistry:-1 films:-1 </endperson5990>,0.22899798700364493 </endperson5990>
220,714,3,moments:+1 plot:+1 character:-1 moments:-1 </endperson5991>,694;;;;704</endperson5991>,4;;;;4</endperson5991>,snothing:+1 character:-1 ;;;;turns:+1 </endperson5991>,0.0;;;;0.35047509673397403 </endperson5991>
220,772,2,characters:+1 humour:+1 films:-1 character:-1 plot:-1 humour:-1 </endperson5992>,218;;;;481</endperson5992>,3;;;;4</endperson5992>,ending:+1 ;;;; </endperson5992>,0.38805700154882694;;;;0.33549154774890866 </endperson5992>
220,1271,5,character:+1 performance:+1 </endperson5993>,</endperson5993>,</endperson5993>,</endperson5993>, </endperson5993>
220,728,5, </endperson5994>,</endperson5994>,</endperson5994>,</endperson5994>, </endperson5994>
220,578,5,films:+1 plot:+1 </endperson5995>,</endperson5995>,</endperson5995>,</endperson5995>, </endperson5995>
