user,item,helped_rating,rating,sentiment,hu_sentiment
426,96:1120,4,5,actor:+1 performances:+1 character:-1 </endperson7271>,actor:+1 performances:+1 character:-1 </endperson7271>
491,264:774,4,4,movie:+1 </endperson7272>,movie:+1 </endperson7272>
235,264:718,4,5, </endperson7273>, </endperson7273>
451,211:919,4,3,films:-1 </endperson7274>,films:-1 </endperson7274>
220,25:861,4,5,cringe:+1 </endperson7275>,cringe:+1 </endperson7275>
220,54:861,4,3,acting:+1 movie:-1 tlook:-1 </endperson7276>,</endperson7276>
220,216:861,4,5,movie:+1 explosions:+1 </endperson7277>,</endperson7277>
220,230:861,4,5,character:+1 movie:+1 </endperson7278>,</endperson7278>
220,361:861,4,5,character:-1 </endperson7279>,</endperson7279>
220,378:861,4,4,specialeffects:+1 moments:-1 movie:-1 </endperson7280>,</endperson7280>
220,381:861,4,4,scenes:+1 </endperson7281>,</endperson7281>
220,424:861,3,4, </endperson7282>,</endperson7282>
220,438:861,4,5,scene:-1 </endperson7283>,</endperson7283>
220,604:861,4,5,actors:+1 performance:+1 </endperson7284>,</endperson7284>
220,639:861,3,4, </endperson7285>,</endperson7285>
220,647:861,4,5,soundtrack:+1 </endperson7286>,</endperson7286>
220,812:861,4,5,star:+1 casting:+1 films:-1 </endperson7287>,</endperson7287>
220,249:216,4,2,wizard:-1 </endperson7288>,wizard:-1 </endperson7288>
94,73:263,4,2,watch:-1 </endperson7289>,watch:-1 </endperson7289>
7,0:14,4,4,character:-1 isnt:-1 </endperson7290>,character:-1 isnt:-1 </endperson7290>
7,132:14,4,5,budget:+1 </endperson7291>,</endperson7291>
7,190:14,4,5,cast:+1 cast:-1 scenes:-1 </endperson7292>,</endperson7292>
7,306:14,4,4,chemistry:+1 character:+1 performance:+1 humour:+1 actionscenes:+1 script:+1 films:-1 plot:-1 </endperson7293>,</endperson7293>
7,308:14,4,4,movie:+1 movie:-1 </endperson7294>,</endperson7294>
7,398:14,4,4,movie:+1 </endperson7295>,</endperson7295>
7,465:14,4,3,strings:+1 franchise:-1 movie:-1 </endperson7296>,</endperson7296>
7,467:14,4,4,character:-1 fightsequences:-1 </endperson7297>,</endperson7297>
7,469:14,5,4, </endperson7298>,</endperson7298>
465,96:467,4,3,plot:+1 isnt:-1 accent:-1 </endperson7299>,plot:+1 isnt:-1 accent:-1 </endperson7299>
158,609:910,4,3,movie:-1 </endperson7300>,movie:-1 </endperson7300>
337,221:727,4,5, </endperson7301>, </endperson7301>
573,421:705,4,1,character:+1 movie:+1 isnt:+1 character:-1 movie:-1 survivor:-1 </endperson7302>,character:+1 movie:+1 isnt:+1 character:-1 movie:-1 survivor:-1 </endperson7302>
25,252:859,4,4,familyfilm:+1 films:+1 wi:+1 neighbourhood:+1 slapstick:+1 </endperson7303>,familyfilm:+1 films:+1 wi:+1 neighbourhood:+1 slapstick:+1 </endperson7303>
634,264:977,4,3,snothing:+1 </endperson7304>,snothing:+1 </endperson7304>
42,38:766,3,5,acting:+1 </endperson7305>,acting:+1 </endperson7305>
42,174:766,4,4,budget:+1 scenes:-1 </endperson7306>,</endperson7306>
42,235:766,3,1,reviews:+1 thriller:+1 </endperson7307>,</endperson7307>
42,409:766,3,4,character:+1 </endperson7308>,</endperson7308>
42,695:766,3,5,character:+1 acting:-1 </endperson7309>,</endperson7309>
191,308:1097,4,4,character:+1 movie:+1 </endperson7310>,character:+1 movie:+1 </endperson7310>
465,7:253,4,3,disc:-1 </endperson7311>,disc:-1 </endperson7311>
465,308:253,4,5,movie:+1 isnt:+1 </endperson7312>,</endperson7312>
465,483:253,5,2,performance:+1 films:-1 </endperson7313>,</endperson7313>
420,333:343,4,3,films:+1 films:-1 sfather:-1 </endperson7314>,films:+1 films:-1 sfather:-1 </endperson7314>
17,378:820,4,5,wizardry:+1 cinematography:+1 cinematography:-1 </endperson7315>,wizardry:+1 cinematography:+1 cinematography:-1 </endperson7315>
0,7:6,4,5,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson7316>,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson7316>
0,191:6,4,4,humour:+1 performance:-1 </endperson7317>,</endperson7317>
0,293:6,4,5,actor:+1 actors:-1 scenes:-1 </endperson7318>,</endperson7318>
0,459:6,4,4,character:+1 plot:+1 scenes:+1 movie:-1 disc:-1 </endperson7319>,</endperson7319>
41,203:196,4,3,character:+1 director:+1 acting:-1 </endperson7320>,character:+1 director:+1 acting:-1 </endperson7320>
637,449:208,4,3,soundtrack:+1 </endperson7321>,soundtrack:+1 </endperson7321>
198,220:772,4,2,characters:+1 humour:+1 films:-1 character:-1 plot:-1 humour:-1 </endperson7322>,characters:+1 humour:+1 films:-1 character:-1 plot:-1 humour:-1 </endperson7322>
198,668:772,4,5, </endperson7323>,</endperson7323>
198,740:772,3,5,humour:-1 </endperson7324>,</endperson7324>
198,804:772,3,5, </endperson7325>,</endperson7325>
110,0:80,4,5,isnt:+1 character:-1 </endperson7326>,isnt:+1 character:-1 </endperson7326>
110,7:80,4,5,bonus:-1 </endperson7327>,</endperson7327>
314,113:759,4,4,director:+1 character:-1 </endperson7328>,director:+1 character:-1 </endperson7328>
190,278:232,4,5,films:+1 script:+1 films:-1 character:-1 watch:-1 </endperson7329>,films:+1 script:+1 films:-1 character:-1 watch:-1 </endperson7329>
341,238:772,4,4,character:-1 </endperson7330>,character:-1 </endperson7330>
341,361:772,4,1,animation:+1 isnt:-1 guys:-1 acting:-1 </endperson7331>,</endperson7331>
341,637:772,4,5,soundtrack:+1 character:+1 movie:+1 movie:-1 </endperson7332>,</endperson7332>
341,704:772,4,4,animation:+1 character:-1 moments:-1 </endperson7333>,</endperson7333>
165,163:470,4,4, </endperson7334>, </endperson7334>
185,103:488,4,3,movie:+1 </endperson7335>,movie:+1 </endperson7335>
185,465:488,5,3,tlook:+1 character:-1 percussion:-1 </endperson7336>,</endperson7336>
459,306:249,4,1,rating:+1 script:-1 acting:-1 </endperson7337>,rating:+1 script:-1 acting:-1 </endperson7337>
7,69:611,4,5,movie:+1 specialeffects:+1 </endperson7338>,movie:+1 specialeffects:+1 </endperson7338>
7,190:611,4,5, </endperson7339>,</endperson7339>
529,21:841,3,3, </endperson7340>, </endperson7340>
269,39:718,4,5, </endperson7341>, </endperson7341>
269,569:718,3,5, </endperson7342>,</endperson7342>
475,8:473,4,3,movie:+1 knight:-1 </endperson7343>,movie:+1 knight:-1 </endperson7343>
475,28:473,4,5, </endperson7344>,</endperson7344>
475,444:473,4,5, </endperson7345>,</endperson7345>
475,448:473,4,3, </endperson7346>,</endperson7346>
475,465:473,4,3, </endperson7347>,</endperson7347>
155,3:335,4,4,movies:+1 </endperson7348>,movies:+1 </endperson7348>
155,326:335,4,4,performances:+1 character:-1 storyline:-1 </endperson7349>,</endperson7349>
219,147:988,4,4,performance:+1 director:+1 character:-1 </endperson7350>,performance:+1 director:+1 character:-1 </endperson7350>
129,465:500,4,3,films:+1 fare:+1 scenes:+1 performances:+1 movie:-1 humour:-1 vocals:-1 </endperson7351>,films:+1 fare:+1 scenes:+1 performances:+1 movie:-1 humour:-1 vocals:-1 </endperson7351>
493,531:875,4,3,chemistry:+1 acting:+1 </endperson7352>,chemistry:+1 acting:+1 </endperson7352>
26,679:718,3,2, </endperson7353>, </endperson7353>
190,98:1059,4,5,moments:+1 </endperson7354>,moments:+1 </endperson7354>
123,103:402,4,4, </endperson7355>, </endperson7355>
123,432:402,4,5,arent:+1 character:-1 movie:-1 </endperson7356>,</endperson7356>
123,465:402,4,3,guitar:+1 tfeel:-1 </endperson7357>,</endperson7357>
123,504:402,4,5,reviews:+1 acting:+1 </endperson7358>,</endperson7358>
318,306:531,5,4,films:-1 </endperson7359>,films:-1 </endperson7359>
318,2:281,4,1,stunt:+1 character:-1 </endperson7360>,stunt:+1 character:-1 </endperson7360>
318,432:281,4,4, </endperson7361>,</endperson7361>
318,781:281,3,4,actor:+1 </endperson7362>,</endperson7362>
308,123:695,4,4,isnt:+1 movie:-1 </endperson7363>,isnt:+1 movie:-1 </endperson7363>
308,301:695,4,5,hero:+1 </endperson7364>,</endperson7364>
438,189:408,4,1,films:-1 </endperson7365>,films:-1 </endperson7365>
573,17:723,4,4,character:+1 wi:+1 movie:+1 movies:-1 character:-1 </endperson7366>,character:+1 wi:+1 movie:+1 movies:-1 character:-1 </endperson7366>
465,67:94,4,4, </endperson7367>, </endperson7367>
446,67:541,4,3,films:+1 character:+1 director:+1 audiences:-1 </endperson7368>,films:+1 character:+1 director:+1 audiences:-1 </endperson7368>
216,25:868,4,5, </endperson7369>, </endperson7369>
144,123:1153,4,4,performance:+1 movie:+1 </endperson7370>,performance:+1 movie:+1 </endperson7370>
0,7:101,4,2,chemistry:+1 star:+1 acting:+1 </endperson7371>,chemistry:+1 star:+1 acting:+1 </endperson7371>
0,141:101,4,1,actor:+1 cast:-1 character:-1 movie:-1 comedy:-1 plotline:-1 </endperson7372>,</endperson7372>
0,318:101,4,3,movie:+1 </endperson7373>,</endperson7373>
0,432:101,4,1, </endperson7374>,</endperson7374>
6,0:79,4,3,isnt:+1 isnt:-1 </endperson7375>,isnt:+1 isnt:-1 </endperson7375>
6,88:79,4,4,actors:+1 specialeffects:+1 acting:+1 character:-1 </endperson7376>,</endperson7376>
6,123:79,4,3,movies:+1 movie:+1 scenes:+1 movie:-1 </endperson7377>,</endperson7377>
6,190:79,4,4,character:-1 </endperson7378>,</endperson7378>
185,80:33,4,5, </endperson7379>, </endperson7379>
185,99:33,4,3,actors:+1 wi:+1 movie:+1 scenes:-1 video:-1 sequences:-1 </endperson7380>,</endperson7380>
185,191:33,4,2,films:+1 character:+1 acting:+1 </endperson7381>,</endperson7381>
285,144:412,4,4,movie:+1 comedy:+1 genre:+1 scenes:+1 comedies:-1 </endperson7382>,movie:+1 comedy:+1 genre:+1 scenes:+1 comedies:-1 </endperson7382>
233,239:859,4,4, </endperson7383>, </endperson7383>
233,586:859,3,4,star:+1 mans:+1 </endperson7384>,</endperson7384>
472,2:295,4,3,lacklustre:-1 </endperson7385>,lacklustre:-1 </endperson7385>
472,8:295,4,3,moments:+1 </endperson7386>,</endperson7386>
472,69:295,3,3, </endperson7387>,</endperson7387>
472,433:295,4,5,films:+1 plot:+1 watch:-1 comedy:-1 </endperson7388>,</endperson7388>
472,465:295,4,1, </endperson7389>,</endperson7389>
0,123:20,4,4,character:+1 performance:+1 movie:+1 </endperson7390>,character:+1 performance:+1 movie:+1 </endperson7390>
2,291:264,5,5,scenes:+1 tunnels:-1 character:-1 </endperson7391>,scenes:+1 tunnels:-1 character:-1 </endperson7391>
258,275:190,4,4, </endperson7392>, </endperson7392>
332,0:153,4,4,scenes:-1 tanything:-1 </endperson7393>,scenes:-1 tanything:-1 </endperson7393>
332,404:153,4,4,hero:+1 acting:+1 </endperson7394>,</endperson7394>
332,465:153,4,4,isnt:+1 </endperson7395>,</endperson7395>
465,67:994,4,3,flicks:-1 </endperson7396>,flicks:-1 </endperson7396>
465,483:994,4,4,films:+1 performances:+1 snothing:+1 </endperson7397>,</endperson7397>
301,69:658,4,5,movie:+1 </endperson7398>,movie:+1 </endperson7398>
0,110:131,4,4,movie:+1 </endperson7399>,movie:+1 </endperson7399>
0,137:131,4,4,screen:+1 movie:-1 </endperson7400>,</endperson7400>
0,293:131,4,4,actors:+1 character:-1 </endperson7401>,</endperson7401>
0,308:131,4,3,movie:+1 movie:-1 scenes:-1 twist:-1 </endperson7402>,</endperson7402>
0,324:131,4,4,films:+1 movie:-1 </endperson7403>,</endperson7403>
0,466:131,4,3,films:+1 isnt:+1 isnt:-1 watch:-1 </endperson7404>,</endperson7404>
0,473:131,3,5, </endperson7405>,</endperson7405>
0,516:131,3,4,performance:+1 </endperson7406>,</endperson7406>
5,0:158,4,4,performance:+1 isnt:+1 </endperson7407>,performance:+1 isnt:+1 </endperson7407>
496,809:1350,3,4, </endperson7408>, </endperson7408>
226,642:477,4,2,specialeffects:+1 </endperson7409>,specialeffects:+1 </endperson7409>
488,8:684,4,1,passengers:+1 performance:+1 actresses:-1 character:-1 watch:-1 </endperson7410>,passengers:+1 performance:+1 actresses:-1 character:-1 watch:-1 </endperson7410>
488,428:684,4,2, </endperson7411>,</endperson7411>
308,0:65,4,3,scenes:+1 </endperson7412>,scenes:+1 </endperson7412>
308,1:65,4,5,movie:+1 cinematography:+1 genres:-1 </endperson7413>,</endperson7413>
308,500:65,4,5,viewing:+1 </endperson7414>,</endperson7414>
187,63:490,4,5,character:-1 </endperson7415>,character:-1 </endperson7415>
187,178:490,4,5,tfeel:+1 acting:+1 films:-1 </endperson7416>,</endperson7416>
483,60:253,4,1,viewers:+1 movie:+1 character:-1 plot:-1 </endperson7417>,viewers:+1 movie:+1 character:-1 plot:-1 </endperson7417>
483,465:253,4,3,movie:+1 isnt:+1 piano:-1 movie:-1 tfeel:-1 motifs:-1 drums:-1 actionscenes:-1 stringarrangements:-1 </endperson7418>,</endperson7418>
483,686:253,3,5, </endperson7419>,</endperson7419>
467,9:736,5,4,cast:+1 films:+1 humour:-1 </endperson7420>,cast:+1 films:+1 humour:-1 </endperson7420>
113,136:1170,4,5,semi:+1 moments:-1 </endperson7421>,semi:+1 moments:-1 </endperson7421>
113,208:1170,4,5,producer:+1 isnt:-1 </endperson7422>,</endperson7422>
476,36:914,4,5,character:+1 films:-1 </endperson7423>,character:+1 films:-1 </endperson7423>
476,696:914,4,3,performance:+1 performance:-1 </endperson7424>,</endperson7424>
220,218:772,3,5,ending:+1 </endperson7425>,ending:+1 </endperson7425>
220,481:772,4,3, </endperson7426>,</endperson7426>
8,256:492,4,5,character:-1 </endperson7427>,character:-1 </endperson7427>
8,281:492,4,5, </endperson7428>,</endperson7428>
7,482:332,4,5,actor:-1 </endperson7429>,actor:-1 </endperson7429>
101,178:433,4,2,performances:+1 character:-1 </endperson7430>,performances:+1 character:-1 </endperson7430>
101,306:433,4,5,actors:+1 </endperson7431>,</endperson7431>
67,190:737,4,2,chemistry:+1 </endperson7432>,chemistry:+1 </endperson7432>
123,433:1197,4,3,character:+1 actress:-1 character:-1 isnt:-1 watch:-1 </endperson7433>,character:+1 actress:-1 character:-1 isnt:-1 watch:-1 </endperson7433>
123,459:1197,4,1,cast:+1 acting:+1 films:-1 movie:-1 </endperson7434>,</endperson7434>
253,704:214,4,4,movies:+1 character:+1 </endperson7435>,movies:+1 character:+1 </endperson7435>
290,100:380,4,5,moments:+1 scene:-1 </endperson7436>,moments:+1 scene:-1 </endperson7436>
513,602:376,3,3,script:-1 </endperson7437>,script:-1 </endperson7437>
308,2:278,4,4,character:+1 cringe:+1 budget:+1 </endperson7438>,character:+1 cringe:+1 budget:+1 </endperson7438>
42,212:944,4,4,acting:+1 </endperson7439>,acting:+1 </endperson7439>
42,449:944,4,5,movie:+1 isnt:+1 </endperson7440>,</endperson7440>
421,219:1255,4,3,thalf:+1 </endperson7441>,thalf:+1 </endperson7441>
421,239:1255,4,4,horrorfilms:+1 </endperson7442>,</endperson7442>
372,3:363,4,4,performances:+1 </endperson7443>,performances:+1 </endperson7443>
11,143:119,4,4,actress:+1 </endperson7444>,actress:+1 </endperson7444>
318,5:397,4,4,character:-1 moments:-1 </endperson7445>,character:-1 moments:-1 </endperson7445>
318,69:397,3,4,scenes:-1 </endperson7446>,</endperson7446>
318,101:397,4,5,actors:+1 character:-1 </endperson7447>,</endperson7447>
318,463:397,4,5,cinemas:+1 watch:-1 </endperson7448>,</endperson7448>
318,501:397,4,5,movie:+1 scenes:+1 </endperson7449>,</endperson7449>
308,7:645,4,3, </endperson7450>, </endperson7450>
308,141:645,4,3,character:+1 watch:-1 scenes:-1 </endperson7451>,</endperson7451>
9,103:736,4,3,character:+1 movie:+1 acting:+1 movie:-1 </endperson7452>,character:+1 movie:+1 acting:+1 movie:-1 </endperson7452>
9,151:736,4,5,soundtrack:+1 storyline:+1 script:+1 </endperson7453>,</endperson7453>
9,465:736,4,4, </endperson7454>,</endperson7454>
9,522:736,3,2,movie:-1 moving:-1 </endperson7455>,</endperson7455>
67,7:428,4,4,actress:+1 roles:+1 zombie:+1 acting:+1 watch:-1 </endperson7456>,actress:+1 roles:+1 zombie:+1 acting:+1 watch:-1 </endperson7456>
67,99:428,4,4,character:-1 credits:-1 </endperson7457>,</endperson7457>
67,112:428,3,4,plot:+1 </endperson7458>,</endperson7458>
67,288:428,4,4,zombie:+1 </endperson7459>,</endperson7459>
67,308:428,4,4, </endperson7460>,</endperson7460>
67,465:428,4,4,films:+1 horrorfans:+1 performances:+1 themepark:-1 character:-1 strings:-1 menace:-1 </endperson7461>,</endperson7461>
233,220:948,4,5,character:+1 performance:+1 </endperson7462>,character:+1 performance:+1 </endperson7462>
318,123:1196,4,5,actors:+1 comedy:+1 childrens:+1 </endperson7463>,actors:+1 comedy:+1 childrens:+1 </endperson7463>
318,190:1196,4,3,plot:-1 watch:-1 </endperson7464>,</endperson7464>
0,137:115,4,4,character:-1 </endperson7465>,character:-1 </endperson7465>
0,687:115,4,4, </endperson7466>,</endperson7466>
623,224:725,3,5, </endperson7467>, </endperson7467>
623,593:725,4,2, </endperson7468>,</endperson7468>
443,255:775,4,5,acting:+1 specialeffects:-1 </endperson7469>,acting:+1 specialeffects:-1 </endperson7469>
318,5:383,4,5,character:+1 snothing:+1 moving:-1 </endperson7470>,character:+1 snothing:+1 moving:-1 </endperson7470>
318,7:383,4,5,actors:-1 rating:-1 </endperson7471>,</endperson7471>
318,69:383,4,5, </endperson7472>,</endperson7472>
465,113:1143,4,5, </endperson7473>, </endperson7473>
378,17:816,4,5,script:+1 films:-1 </endperson7474>,script:+1 films:-1 </endperson7474>
378,384:816,4,5,movies:+1 films:+1 scenes:+1 scenes:-1 </endperson7475>,</endperson7475>
318,0:86,4,4,films:+1 isnt:+1 isnt:-1 </endperson7476>,films:+1 isnt:+1 isnt:-1 </endperson7476>
318,7:86,4,2,films:+1 sexreferences:+1 </endperson7477>,</endperson7477>
318,518:86,4,4,isnt:+1 screen:+1 </endperson7478>,</endperson7478>
37,42:163,5,3,capes:+1 budgets:+1 moving:-1 </endperson7479>,capes:+1 budgets:+1 moving:-1 </endperson7479>
37,261:163,4,5,moments:+1 movie:+1 isnt:+1 watching:+1 movies:-1 movie:-1 isnt:-1 </endperson7480>,</endperson7480>
132,67:487,4,4,movies:+1 films:-1 </endperson7481>,movies:+1 films:-1 </endperson7481>
132,290:487,4,1, </endperson7482>,</endperson7482>
132,308:487,4,4,movie:+1 isnt:+1 character:-1 movie:-1 </endperson7483>,</endperson7483>
27,147:885,4,4,snothing:+1 </endperson7484>,snothing:+1 </endperson7484>
31,297:901,4,5,movie:-1 </endperson7485>,movie:-1 </endperson7485>
31,403:901,4,4, </endperson7486>,</endperson7486>
0,320:145,4,4,actors:+1 performance:+1 films:-1 nudity:-1 </endperson7487>,actors:+1 performance:+1 films:-1 nudity:-1 </endperson7487>
0,395:145,4,4,rating:+1 plot:-1 </endperson7488>,</endperson7488>
734,737:1130,3,4, </endperson7489>, </endperson7489>
664,723:774,4,4,plot:-1 </endperson7490>,plot:-1 </endperson7490>
264,260:774,4,4,comedy:-1 </endperson7491>,comedy:-1 </endperson7491>
7,97:566,4,4,films:+1 films:-1 arent:-1 </endperson7492>,films:+1 films:-1 arent:-1 </endperson7492>
7,174:566,4,3,isnt:+1 </endperson7493>,</endperson7493>
217,110:874,4,5,performance:+1 acting:+1 </endperson7494>,performance:+1 acting:+1 </endperson7494>
217,225:874,4,3,isnt:+1 character:-1 isnt:-1 </endperson7495>,</endperson7495>
217,346:874,4,2,character:+1 isnt:+1 scenes:+1 character:-1 scene:-1 </endperson7496>,</endperson7496>
217,704:874,4,5,scenes:+1 </endperson7497>,</endperson7497>
324,166:586,4,5,character:-1 </endperson7498>,character:-1 </endperson7498>
324,204:586,4,5,character:-1 </endperson7499>,</endperson7499>
642,226:477,4,1,movie:+1 specialeffects:+1 </endperson7500>,movie:+1 specialeffects:+1 </endperson7500>
2,69:60,4,4, </endperson7501>, </endperson7501>
2,312:60,4,3,truck:-1 </endperson7502>,</endperson7502>
110,312:1093,4,5,character:+1 scenes:+1 </endperson7503>,character:+1 scenes:+1 </endperson7503>
7,61:583,4,4,movie:+1 comedy:+1 comedy:-1 </endperson7504>,movie:+1 comedy:+1 comedy:-1 </endperson7504>
7,111:583,3,2,isnt:-1 jack:-1 </endperson7505>,</endperson7505>
7,112:583,3,3,moments:-1 </endperson7506>,</endperson7506>
302,105:685,4,5,performance:-1 </endperson7507>,performance:-1 </endperson7507>
341,465:137,5,4,moments:+1 performance:+1 </endperson7508>,moments:+1 performance:+1 </endperson7508>
180,0:9,5,4,isnt:+1 horrorfilms:+1 character:-1 isnt:-1 </endperson7509>,isnt:+1 horrorfilms:+1 character:-1 isnt:-1 </endperson7509>
180,99:9,5,4,films:+1 character:+1 scenes:+1 </endperson7510>,</endperson7510>
180,110:9,4,5,movie:+1 acting:+1 character:-1 plot:-1 </endperson7511>,</endperson7511>
180,185:9,5,2,director:+1 </endperson7512>,</endperson7512>
398,0:64,4,4,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson7513>,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson7513>
398,69:64,4,4,movie:+1 movie:-1 watch:-1 </endperson7514>,</endperson7514>
190,228:1100,4,2,actors:+1 isnt:+1 specialeffects:+1 twist:-1 </endperson7515>,actors:+1 isnt:+1 specialeffects:+1 twist:-1 </endperson7515>
710,39:775,3,4,movie:+1 </endperson7516>,movie:+1 </endperson7516>
694,635:408,4,5,movie:-1 scenes:-1 </endperson7517>,movie:-1 scenes:-1 </endperson7517>
253,361:232,4,2,flare:-1 isnt:-1 </endperson7518>,flare:-1 isnt:-1 </endperson7518>
69,301:1067,4,5,directing:+1 </endperson7519>,directing:+1 </endperson7519>
733,817:190,2,5, </endperson7520>, </endperson7520>
1,491:237,4,5, </endperson7521>, </endperson7521>
630,243:432,4,5, </endperson7522>, </endperson7522>
315,9:269,4,3,twist:+1 acting:-1 </endperson7523>,twist:+1 acting:-1 </endperson7523>
99,94:40,5,4,wi:+1 slife:-1 </endperson7524>,wi:+1 slife:-1 </endperson7524>
99,187:40,4,3,moments:+1 films:-1 </endperson7525>,</endperson7525>
99,459:40,4,4,tlook:+1 character:-1 </endperson7526>,</endperson7526>
99,465:40,4,4,chemistry:+1 strings:+1 </endperson7527>,</endperson7527>
7,9:467,4,2,films:+1 character:+1 moments:+1 isnt:+1 scenes:+1 hero:+1 performances:-1 </endperson7528>,films:+1 character:+1 moments:+1 isnt:+1 scenes:+1 hero:+1 performances:-1 </endperson7528>
7,96:467,4,3,plot:+1 isnt:-1 accent:-1 </endperson7529>,</endperson7529>
7,190:467,4,4,character:-1 villain:-1 </endperson7530>,</endperson7530>
251,379:357,4,5,actresses:+1 movie:+1 movie:-1 humour:-1 </endperson7531>,actresses:+1 movie:+1 movie:-1 humour:-1 </endperson7531>
251,705:357,4,5,actors:+1 character:+1 </endperson7532>,</endperson7532>
251,819:357,1,5, </endperson7533>,</endperson7533>
475,1:195,4,5,script:+1 acting:+1 plot:-1 </endperson7534>,script:+1 acting:+1 plot:-1 </endperson7534>
114,146:535,4,5,films:+1 reviews:+1 movie:+1 </endperson7535>,films:+1 reviews:+1 movie:+1 </endperson7535>
577,225:213,4,5,isnt:+1 </endperson7536>,isnt:+1 </endperson7536>
577,238:213,4,5,performances:+1 masterpiece:+1 </endperson7537>,</endperson7537>
577,573:213,4,5,star:+1 </endperson7538>,</endperson7538>
577,639:213,4,5,lovestory:+1 </endperson7539>,</endperson7539>
577,698:213,4,5,cinematography:+1 </endperson7540>,</endperson7540>
449,42:940,5,4, </endperson7541>, </endperson7541>
31,8:708,4,3,actor:+1 films:-1 </endperson7542>,actor:+1 films:-1 </endperson7542>
31,481:708,4,4,storyline:+1 </endperson7543>,</endperson7543>
361,632:232,3,2,films:+1 isnt:-1 script:-1 </endperson7544>,films:+1 isnt:-1 script:-1 </endperson7544>
361,792:232,2,3, </endperson7545>,</endperson7545>
361,806:232,2,5, </endperson7546>,</endperson7546>
347,354:1171,4,2,script:+1 scenes:-1 </endperson7547>,script:+1 scenes:-1 </endperson7547>
347,394:1171,3,5,movie:+1 storyline:+1 tsound:-1 </endperson7548>,</endperson7548>
438,3:356,4,5,movie:+1 </endperson7549>,movie:+1 </endperson7549>
538,488:681,4,4,script:+1 character:-1 </endperson7550>,script:+1 character:-1 </endperson7550>
320,48:959,5,5,chemistry:+1 actress:+1 performances:+1 scenes:-1 </endperson7551>,chemistry:+1 actress:+1 performances:+1 scenes:-1 </endperson7551>
467,75:1088,4,5,sbusiness:+1 performance:-1 </endperson7552>,sbusiness:+1 performance:-1 </endperson7552>
287,67:511,4,4,performance:+1 performances:+1 wifes:-1 </endperson7553>,performance:+1 performances:+1 wifes:-1 </endperson7553>
144,191:775,4,4,actors:-1 scenes:-1 </endperson7554>,actors:-1 scenes:-1 </endperson7554>
144,324:775,4,5,performance:+1 </endperson7555>,</endperson7555>
144,750:775,3,4,storyline:-1 scene:-1 </endperson7556>,</endperson7556>
146,554:535,4,5, </endperson7557>, </endperson7557>
643,263:367,4,3,stunts:+1 </endperson7558>,stunts:+1 </endperson7558>
148,233:855,4,5,character:+1 scenes:+1 </endperson7559>,character:+1 scenes:+1 </endperson7559>
4,2:275,4,4,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson7560>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson7560>
4,308:275,4,4,extras:+1 character:-1 </endperson7561>,</endperson7561>
244,263:952,3,5, </endperson7562>, </endperson7562>
244,583:952,2,5, </endperson7563>,</endperson7563>
244,682:952,2,2, </endperson7564>,</endperson7564>
244,731:952,3,3, </endperson7565>,</endperson7565>
244,733:952,4,4,moments:+1 performances:+1 </endperson7566>,</endperson7566>
190,73:546,3,1,movie:-1 humour:-1 </endperson7567>,movie:-1 humour:-1 </endperson7567>
465,96:1121,4,3,plot:-1 </endperson7568>,plot:-1 </endperson7568>
465,464:1121,4,5,actors:-1 watch:-1 acting:-1 </endperson7569>,</endperson7569>
505,704:1210,3,2, </endperson7570>, </endperson7570>
144,0:150,4,5,performance:+1 </endperson7571>,performance:+1 </endperson7571>
144,443:150,4,5,acting:+1 </endperson7572>,</endperson7572>
679,263:746,4,5, </endperson7573>, </endperson7573>
205,435:137,3,4, </endperson7574>, </endperson7574>
205,565:137,4,4,comedy:+1 </endperson7575>,</endperson7575>
189,113:516,5,4,actors:+1 performance:+1 shots:+1 performances:+1 movie:-1 scenes:-1 </endperson7576>,actors:+1 performance:+1 shots:+1 performances:+1 movie:-1 scenes:-1 </endperson7576>
290,7:439,4,5,storyline:+1 specialeffects:+1 </endperson7577>,storyline:+1 specialeffects:+1 </endperson7577>
290,465:439,4,2,movie:+1 performances:+1 </endperson7578>,</endperson7578>
84,7:646,4,5,comedy:+1 films:-1 disk:-1 viewers:-1 </endperson7579>,comedy:+1 films:-1 disk:-1 viewers:-1 </endperson7579>
84,465:646,4,4,movie:+1 films:-1 visuals:-1 vocals:-1 </endperson7580>,</endperson7580>
84,543:646,4,4, </endperson7581>,</endperson7581>
361,52:525,3,1, </endperson7582>, </endperson7582>
361,639:525,3,1, </endperson7583>,</endperson7583>
288,183:661,4,4,script:+1 </endperson7584>,script:+1 </endperson7584>
255,592:775,4,3,character:-1 watch:-1 budget:-1 </endperson7585>,character:-1 watch:-1 budget:-1 </endperson7585>
384,52:718,4,4,movie:+1 acting:+1 budget:-1 </endperson7586>,movie:+1 acting:+1 budget:-1 </endperson7586>
384,264:718,4,5, </endperson7587>,</endperson7587>
384,269:718,4,5,isnt:+1 </endperson7588>,</endperson7588>
