@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE helped_rating STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_sim STRING

@DATA
469,5:251,4,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson410>,5</endperson410>,5,movie:+1 character:-1 </endperson410>,0.43753776508593634 </endperson410>
469,7:251,4,storyline:+1 bonus:-1 </endperson411>,7</endperson411>,4,</endperson411>,0.0 </endperson411>
469,113:251,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson412>,113</endperson412>,5,</endperson412>,0.23775354741573085 </endperson412>
469,190:251,4,wi:+1 isnt:+1 </endperson413>,190</endperson413>,5,</endperson413>,0.3042319692138279 </endperson413>
469,397:251,4,character:+1 video:+1 </endperson414>,397</endperson414>,4,</endperson414>,0.15481229351538395 </endperson414>
469,398:251,5,films:-1 character:-1 movie:-1 </endperson415>,398</endperson415>,5,</endperson415>,0.44731458906230526 </endperson415>
67,122:383,4, </endperson416>,122</endperson416>,2,films:+1 movie:+1 </endperson416>,0.49106377744621743 </endperson416>
67,410:383,4,movie:+1 scenes:-1 </endperson417>,410</endperson417>,5,</endperson417>,0.08580306307321983 </endperson417>
0,189:27,4,pirateradio:-1 </endperson418>,189</endperson418>,3,character:+1 humour:+1 actors:-1 character:-1 </endperson418>,0.5142517611742958 </endperson418>
0,291:27,5,acting:+1 character:-1 watch:-1 </endperson419>,291</endperson419>,5,</endperson419>,0.5725597276648566 </endperson419>
67,426:50,4,wifes:-1 </endperson420>,426</endperson420>,5,cinemas:+1 movie:+1 films:-1 </endperson420>,0.1796055821212743 </endperson420>
308,395:78,4,humour:+1 </endperson421>,395</endperson421>,3,movie:+1 isnt:-1 </endperson421>,0.40763909235181117 </endperson421>
123,506:89,4,films:+1 </endperson422>,506</endperson422>,5,performance:+1 tshow:+1 credits:-1 </endperson422>,0.0 </endperson422>
308,4:275,4,scenes:+1 performances:+1 </endperson423>,4</endperson423>,4,extras:+1 character:-1 </endperson423>,0.21761347603753756 </endperson423>
67,468:258,5,script:-1 </endperson424>,468</endperson424>,2,geek:-1 isnt:-1 </endperson424>,0.0 </endperson424>
67,0:32,4, </endperson425>,0</endperson425>,4,cinemas:+1 wi:+1 movie:-1 plot:-1 </endperson425>,0.20438134560853805 </endperson425>
67,8:32,4,movie:+1 </endperson426>,8</endperson426>,4,</endperson426>,0.5276057828911693 </endperson426>
67,9:32,5, </endperson427>,9</endperson427>,5,</endperson427>,0.4922783500894785 </endperson427>
67,103:32,4,performance:+1 movie:-1 </endperson428>,103</endperson428>,5,</endperson428>,0.2316889824115429 </endperson428>
67,190:32,4,plot:+1 actionscenes:+1 </endperson429>,190</endperson429>,4,</endperson429>,0.276074412800574 </endperson429>
67,439:32,4,character:+1 </endperson430>,439</endperson430>,4,</endperson430>,0.1877062379549609 </endperson430>
8,157:415,4,performances:+1 </endperson431>,157</endperson431>,3,comedy:+1 performances:+1 moments:-1 watch:-1 </endperson431>,0.2671836302393399 </endperson431>
465,191:258,4,films:+1 actors:+1 script:+1 </endperson432>,191</endperson432>,4,flutes:+1 actionsequences:+1 cast:-1 budget:-1 </endperson432>,0.5320925410949939 </endperson432>
67,8:574,4,cast:+1 performance:+1 tanything:-1 </endperson433>,8</endperson433>,4,datemovie:+1 scenes:+1 character:-1 </endperson433>,0.5276057828911693 </endperson433>
67,157:574,4,films:-1 </endperson434>,157</endperson434>,5,</endperson434>,0.14839481319803993 </endperson434>
8,92:253,5, </endperson435>,92</endperson435>,1,movie:+1 plot:+1 </endperson435>,0.5965400867187882 </endperson435>
7,97:547,4,actionscenes:+1 reviews:-1 </endperson436>,97</endperson436>,4,performance:-1 moments:-1 </endperson436>,0.0 </endperson436>
7,312:60,4,truck:-1 </endperson437>,312</endperson437>,3,character:+1 bonus:-1 </endperson437>,0.0 </endperson437>
2,123:251,4,films:+1 actors:+1 movie:+1 isnt:+1 fiance:-1 performance:-1 watch:-1 </endperson438>,123</endperson438>,3,movie:+1 movie:-1 </endperson438>,0.40451554556145664 </endperson438>
308,0:32,4, </endperson439>,0</endperson439>,4,movie:-1 tanything:-1 </endperson439>,0.34355872189204084 </endperson439>
308,8:32,4,movie:+1 </endperson440>,8</endperson440>,4,</endperson440>,0.27949915622951294 </endperson440>
308,9:32,4, </endperson441>,9</endperson441>,5,</endperson441>,0.33475430434460796 </endperson441>
308,84:32,4, </endperson442>,84</endperson442>,4,</endperson442>,0.288244366478695 </endperson442>
308,310:32,4, </endperson443>,310</endperson443>,5,</endperson443>,0.2730210485872204 </endperson443>
7,426:50,4,wifes:-1 </endperson444>,426</endperson444>,5,storyline:+1 </endperson444>,0.0 </endperson444>
308,99:524,4, </endperson445>,99</endperson445>,4,character:+1 movie:+1 tfeel:-1 </endperson445>,0.26196673470385634 </endperson445>
7,69:258,4,isnt:+1 movie:-1 </endperson446>,69</endperson446>,4,character:+1 performance:+1 specialeffects:+1 scenes:-1 </endperson446>,0.0 </endperson446>
7,191:258,4,films:+1 actors:+1 script:+1 </endperson447>,191</endperson447>,4,</endperson447>,0.0 </endperson447>
7,468:258,4,script:-1 </endperson448>,468</endperson448>,2,</endperson448>,0.0 </endperson448>
7,64:32,4,performances:+1 movie:-1 isnt:-1 </endperson449>,64</endperson449>,4, </endperson449>,0.0 </endperson449>
7,103:32,4,performance:+1 movie:-1 </endperson450>,103</endperson450>,5,</endperson450>,0.0 </endperson450>
7,123:32,4,actors:+1 isnt:-1 credits:-1 </endperson451>,123</endperson451>,5,</endperson451>,0.0 </endperson451>
7,190:32,4,plot:+1 actionscenes:+1 </endperson452>,190</endperson452>,4,</endperson452>,0.0 </endperson452>
7,310:32,5, </endperson453>,310</endperson453>,5,</endperson453>,0.0 </endperson453>
7,439:32,4,character:+1 </endperson454>,439</endperson454>,4,</endperson454>,0.0 </endperson454>
7,460:32,4, </endperson455>,460</endperson455>,5,</endperson455>,0.0 </endperson455>
9,97:547,4,actionscenes:+1 reviews:-1 </endperson456>,97</endperson456>,4,isnt:-1 scene:-1 </endperson456>,0.41578943542113245 </endperson456>
