@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_tfIdf STRING
@ATTRIBUTE help_sim STRING

@DATA
22,117,4,actor:+1 </endperson534>,7</endperson534>,4</endperson534>,acting:+1 </endperson534>,acting:0.01322357407644334 </endperson534>,0.3432181480215757 </endperson534>
22,90,5,movie:+1 scenes:-1 </endperson535>,7</endperson535>,4</endperson535>,soundtrack:+1 ending:+1 reviews:+1 character:-1 watch:-1 bonus:-1 </endperson535>,soundtrack:0.02380602518096489 ending:0.02283785163902019 reviews:0.027546873806982827 character:0.04161665848167712 watch:0.013675080981340492 bonus:0.058477675889670885 </endperson535>,0.3432181480215757 </endperson535>
22,59,5,movie:+1 </endperson536>,51</endperson536>,4</endperson536>,star:+1 director:+1 humour:+1 </endperson536>,star:0.0 director:0.01665808211059027 humour:[0.0|0.0] </endperson536>,0.24688259882117036 </endperson536>
22,85,5,movie:+1 </endperson537>,11</endperson537>,4</endperson537>,movie:+1 scenes:+1 character:-1 watch:-1 drawer:-1 tmean:-1 </endperson537>,movie:0.16505517053592247 scenes:0.007030647396269096 character:0.02669608194179179 watch:0.006579175787249417 drawer:0.026353476396203453 tmean:[0.0|0.026757089072461188] </endperson537>,0.493769013213465 </endperson537>
23,132,3,movie:+1 </endperson538>,</endperson538>,</endperson538>,</endperson538>,</endperson538>, </endperson538>
23,144,4, </endperson539>,34</endperson539>,4</endperson539>,arent:+1 performances:-1 </endperson539>,arent:[0.0] performances:0.017725940356348266 </endperson539>,0.6123724356957945 </endperson539>
23,199,3, </endperson540>,24</endperson540>,4</endperson540>,isnt:+1 actor:-1 </endperson540>,isnt:[0.1749254570203494|0.0|0.0] actor:0.011732193287598176 </endperson540>,0.31255063900264735 </endperson540>
23,183,4, </endperson541>,12</endperson541>,4</endperson541>,soundtrack:+1 </endperson541>,soundtrack:0.01339138382590685 </endperson541>,0.3740568599847185 </endperson541>
23,135,2,movie:+1 specialeffects:+1 movie:-1 </endperson542>,51</endperson542>,4</endperson542>,movies:+1 soundtrack:+1 films:+1 character:-1 scenes:-1 </endperson542>,movies:0.008700433304011998 soundtrack:0.01023882716885978 films:0.03129342039466348 character:0.011932715080888157 scenes:0.04399619290782377 </endperson542>,0.2357022603955159 </endperson542>
23,36,1,scene:+1 </endperson543>,12</endperson543>,4</endperson543>,romance:+1 movie:+1 rent:+1 gum:-1 </endperson543>,romance:0.01973509975092282 movie:0.028791259454566523 rent:0.06606315447297503 gum:0.04018251750221315 </endperson543>,0.3740568599847185 </endperson543>
23,73,3,scenes:+1 </endperson544>,</endperson544>,</endperson544>,</endperson544>,</endperson544>, </endperson544>
23,68,2,isnt:+1 actors:-1 movie:-1 </endperson545>,11</endperson545>,4</endperson545>,movie:+1 fans:+1 comedy:-1 </endperson545>,movie:0.23903134709283194 fans:0.019896181284488276 comedy:0.028801975438477765 </endperson545>,0.2613205632243357 </endperson545>
23,152,1,movie:+1 movie:-1 plot:-1 </endperson546>,11</endperson546>,4</endperson546>,viewers:+1 movie:+1 character:-1 plot:-1 </endperson546>,viewers:0.027953683402019043 movie:0.09677483780924268 character:0.023478594990426666 plot:0.012936280612887674 </endperson546>,0.2613205632243357 </endperson546>
23,125,2,movie:-1 </endperson547>,42;;;;51</endperson547>,4;;;;4</endperson547>,films:+1 watch:-1 ;;;;films:+1 cast:+1 hollywood:+1 character:-1 </endperson547>,films:0.016218887429006925 watch:0.02286243684487502 ;;;;films:0.027113084321325583 cast:0.02748887686720775 hollywood:[0.024082596193067587] character:0.025846704042748764 </endperson547>,0.0;;;;0.2357022603955159 </endperson547>
23,151,2,ending:+1 wi:+1 isnt:+1 films:-1 </endperson548>,51</endperson548>,4</endperson548>,films:+1 popcorn:+1 comedy:+1 </endperson548>,films:0.043065610316131375 popcorn:0.06696783330759903 comedy:0.05607216306767837 </endperson548>,0.2357022603955159 </endperson548>
23,34,2,plot:-1 </endperson549>,2</endperson549>,4</endperson549>,movie:+1 characters:+1 movies:-1 character:-1 movie:-1 </endperson549>,movie:0.1260847001763303 characters:0.007542218206074458 movies:0.08396623998176651 character:0.03598761920476263 movie:0.1260847001763303 </endperson549>,0.40743663155183685 </endperson549>
23,59,4, </endperson550>,22;;;;51</endperson550>,2;;;;4</endperson550>,movie:+1 ;;;;star:+1 director:+1 humour:+1 </endperson550>,movie:0.09630737005375137 ;;;;star:0.0 director:0.01665808211059027 humour:[0.0|0.0] </endperson550>,0.17457235978340746;;;;0.2357022603955159 </endperson550>
23,75,1, </endperson551>,11</endperson551>,4</endperson551>,scenes:+1 casting:+1 movie:-1 </endperson551>,scenes:0.007634705676823774 casting:0.016363226712351502 movie:0.1642999966313298 </endperson551>,0.2613205632243357 </endperson551>
23,69,1,movie:-1 </endperson552>,5</endperson552>,2</endperson552>,performances:+1 stunts:+1 </endperson552>,performances:0.022133979937350674 stunts:0.03497162934141859 </endperson552>,0.2634480721081469 </endperson552>
23,85,1,attentionspan:+1 </endperson553>,11;;;;22</endperson553>,4;;;;1</endperson553>,movie:+1 scenes:+1 character:-1 watch:-1 drawer:-1 tmean:-1 ;;;;movie:+1 </endperson553>,movie:0.16505517053592247 scenes:0.007030647396269096 character:0.02669608194179179 watch:0.006579175787249417 drawer:0.026353476396203453 tmean:[0.0|0.026757089072461188] ;;;;movie:0.10026634075501224 </endperson553>,0.2613205632243357;;;;0.17457235978340746 </endperson553>
24,127,3,films:+1 wi:+1 isnt:+1 plot:+1 acting:+1 </endperson554>,</endperson554>,</endperson554>,</endperson554>,</endperson554>, </endperson554>
24,156,4,screen:+1 </endperson555>,12</endperson555>,4</endperson555>,character:+1 actor:-1 gags:-1 </endperson555>,character:0.0 actor:0.01534842095964714 gags:0.02849957549974186 </endperson555>,0.5189848417161813 </endperson555>
24,111,5, </endperson556>,26</endperson556>,4</endperson556>,viewers:+1 movie:+1 isnt:+1 movie:-1 </endperson556>,viewers:0.021621840984627293 movie:0.07485418377005044 isnt:[0.11948177619476501|0.0|0.0] movie:0.07485418377005044 </endperson556>,0.38748688331623815 </endperson556>
24,1,5,movie:+1 </endperson557>,0;;;;32</endperson557>,5;;;;5</endperson557>,actress:+1 isnt:-1 ;;;;tfeel:+1 </endperson557>,actress:0.020335138114631765 isnt:[0.28057823131483234|0.0|0.0] ;;;;tfeel:[0.0|0.01224076095646089] </endperson557>,0.6074310951217071;;;;0.49054926068079907 </endperson557>
24,134,3,scenes:+1 acting:+1 character:-1 </endperson558>,16;;;;53</endperson558>,5;;;;4</endperson558>, ;;;;actress:+1 production:+1 piano:-1 characterisation:-1 </endperson558>, ;;;;actress:0.031218261005653416 production:0.01769127644306745 piano:0.06674144694451943 characterisation:[0.025180611186571604|0.0|0.0|0.0] </endperson558>,0.47846246820063176;;;;0.6360226918870135 </endperson558>
24,194,3,pace:-1 snothing:-1 slook:-1 </endperson559>,32</endperson559>,5</endperson559>,character:+1 </endperson559>,character:0.008766712634714699 </endperson559>,0.49054926068079907 </endperson559>
24,116,1,character:-1 </endperson560>,53</endperson560>,4</endperson560>,chemistry:+1 cast:+1 performance:+1 moments:+1 stringarrangements:+1 tfeel:-1 </endperson560>,chemistry:0.014439014039056081 cast:0.01812010976485301 performance:0.011574222821835201 moments:0.02631213356531271 stringarrangements:[0.023794554400961062|0.0|0.0] tfeel:[0.0|0.029271111374778756] </endperson560>,0.6360226918870135 </endperson560>
24,126,2,films:+1 movie:-1 scenes:-1 </endperson561>,27</endperson561>,4</endperson561>,movie:+1 plot:+1 </endperson561>,movie:0.08490121862748641 plot:0.02594076874654928 </endperson561>,0.2749507254838268 </endperson561>
24,150,5,isnt:+1 character:-1 isnt:-1 </endperson562>,7</endperson562>,5</endperson562>,characters:+1 storyline:+1 acting:+1 bonus:-1 </endperson562>,characters:0.017441426108540367 storyline:0.02758675857476535 acting:0.010334947148271146 bonus:0.01754083132226407 </endperson562>,0.37824215728760247 </endperson562>
24,67,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson563>,42</endperson563>,5</endperson563>,reviews:-1 </endperson563>,reviews:0.011942992208781367 </endperson563>,0.2181572060499688 </endperson563>
24,199,5,isnt:+1 actor:-1 </endperson564>,</endperson564>,</endperson564>,</endperson564>,</endperson564>, </endperson564>
25,122,2,films:+1 </endperson565>,7;;;;20</endperson565>,4;;;;4</endperson565>,moments:-1 sexreferences:-1 ;;;;character:+1 screenplay:+1 plot:-1 </endperson565>,moments:0.032785150736213915 sexreferences:[0.020332066393340745|0.0|0.0] ;;;;character:0.0 screenplay:0.05411110738193066 plot:0.031466160279347656 </endperson565>,0.22593603731642686;;;;0.4355451164782065 </endperson565>
25,54,5, </endperson566>,7;;;;17</endperson566>,5;;;;4</endperson566>,plot:+1 acting:+1 ;;;;humour:-1 </endperson566>,plot:0.01669128571998655 acting:0.009405128222999997 ;;;;humour:[0.0|0.0] </endperson566>,0.22593603731642686;;;;0.42296290178586493 </endperson566>
25,118,1,performance:+1 </endperson567>,18;;;;33;;;;52</endperson567>,4;;;;4;;;;4</endperson567>,screen:+1 romance:-1 ;;;; ;;;;comedy:+1 trailer:-1 </endperson567>,screen:0.03376533637627955 romance:0.057614143552921035 ;;;; ;;;;comedy:0.014751616622069919 trailer:0.02301036855991999 </endperson567>,0.33966009949300213;;;;0.0;;;;0.3689870270027107 </endperson567>
25,87,2, </endperson568>,7</endperson568>,4</endperson568>,actors:-1 rating:-1 </endperson568>,actors:0.013822894478255306 rating:0.044895553678604656 </endperson568>,0.22593603731642686 </endperson568>
25,96,4,comedy:-1 </endperson569>,6</endperson569>,3</endperson569>, </endperson569>, </endperson569>,0.0 </endperson569>
25,86,4,films:+1 twists:+1 </endperson570>,13</endperson570>,4</endperson570>,performance:+1 scenes:-1 </endperson570>,performance:0.037040198097895494 scenes:0.028718929432478297 </endperson570>,0.35494272992584297 </endperson570>
25,95,1,character:+1 </endperson571>,7</endperson571>,5</endperson571>,character:+1 acting:+1 watch:-1 </endperson571>,character:0.03347980813802478 acting:0.02771813116909422 watch:0.022002683744001574 </endperson571>,0.22593603731642686 </endperson571>
25,128,4, </endperson572>,12;;;;42;;;;51</endperson572>,4;;;;4;;;;4</endperson572>,films:-1 surprises:-1 ;;;; ;;;;actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson572>,films:0.01685412775080453 surprises:0.048158513746572235 ;;;; ;;;;actor:0.0317048248096784 character:0.036287582518618904 comedy:0.089211532517685 scenes:0.022935967737081744 acting:0.03605124502197044 character:0.036287582518618904 performances:0.011948058149797767 </endperson572>,0.19287101481598312;;;;0.3680584913765125;;;;0.0 </endperson572>
25,70,3,character:-1 fives:-1 </endperson573>,13;;;;51</endperson573>,4;;;;5</endperson573>,actors:-1 plot:-1 ;;;;movies:+1 films:+1 soundtrack:+1 character:+1 visuals:+1 plot:+1 character:-1 jack:-1 </endperson573>,actors:0.018854468692074734 plot:0.03406207580590635 ;;;;movies:0.01683579664694821 films:0.06660985816648685 soundtrack:0.02971900469118302 character:0.06349868830690393 visuals:0.01661466895666114 plot:0.04452843463870244 character:0.06349868830690393 jack:0.02799822882878489 </endperson573>,0.35494272992584297;;;;0.0 </endperson573>
26,95,4,movie:-1 tanything:-1 </endperson574>,25</endperson574>,4</endperson574>,character:+1 </endperson574>,character:0.02482145830438985 </endperson574>,0.2767140029658325 </endperson574>
26,116,5,actor:+1 films:-1 tanything:-1 </endperson575>,7</endperson575>,4</endperson575>,storyline:+1 moments:-1 </endperson575>,storyline:0.036465420828431 moments:0.03397767313492453 </endperson575>,0.4082482904638629 </endperson575>
26,111,5,viewers:+1 movie:+1 isnt:+1 movie:-1 </endperson576>,34</endperson576>,4</endperson576>,moments:-1 plot:-1 </endperson576>,moments:0.05820335080138205 plot:0.02768706888113191 </endperson576>,0.408248290463863 </endperson576>
26,87,5,cast:+1 movie:+1 </endperson577>,5</endperson577>,4</endperson577>,character:+1 snothing:+1 moving:-1 </endperson577>,character:0.0 snothing:[0.0|0.019526462597078482] moving:0.02700222497904742 </endperson577>,0.4476715491491625 </endperson577>
26,128,5,movie:+1 comedy:+1 watch:-1 humour:-1 </endperson578>,14;;;;52</endperson578>,4;;;;4</endperson578>,actors:+1 movie:-1 ;;;;isnt:-1 humour:-1 </endperson578>,actors:0.019022788854732 movie:0.06427232832990755 ;;;;isnt:[0.12610527709039215|0.0|0.0] humour:[0.0|0.0] </endperson578>,0.29188080533260696;;;;0.4650137468657831 </endperson578>
26,155,5,movies:+1 mannerisms:+1 </endperson579>,7</endperson579>,4</endperson579>,character:+1 animation:+1 bonus:-1 </endperson579>,character:0.010319380132059505 animation:0.058322425395469835 bonus:0.021750425986648055 </endperson579>,0.4082482904638629 </endperson579>
26,112,5,soundtrack:+1 character:-1 movie:-1 isnt:-1 scenes:-1 </endperson580>,44;;;;52</endperson580>,4;;;;4</endperson580>,performance:+1 isnt:+1 cringe:+1 vampire:+1 scenes:-1 ;;;;movie:+1 character:-1 </endperson580>,performance:0.027937831626196747 isnt:[0.09470084151772704|0.0|0.0] cringe:0.04428549063335924 vampire:0.14711714666297224 scenes:0.028881941104405756 ;;;;movie:0.011679523338910118 character:0.011334301533877295 </endperson580>,0.3957801231386876;;;;0.4650137468657831 </endperson580>
26,161,5,movie:+1 </endperson581>,20;;;;44</endperson581>,4;;;;4</endperson581>, ;;;;character:+1 movie:+1 </endperson581>, ;;;;character:0.0 movie:0.028485274825458387 </endperson581>,0.3774807298285614;;;;0.3957801231386876 </endperson581>
26,67,3,films:+1 actors:+1 movie:+1 isnt:+1 fiance:-1 performance:-1 watch:-1 </endperson582>,7;;;;24;;;;51</endperson582>,4;;;;4;;;;4</endperson582>,storyline:+1 bonus:-1 ;;;;actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 ;;;;films:-1 character:-1 movie:-1 </endperson582>,storyline:0.015740640196044056 bonus:0.04003426699587984 ;;;;actors:0.013965159843054669 films:0.036024703745732856 performance:0.007776572931347738 director:0.013706544744635991 comedy:0.01563492732807348 screens:0.0175501996583568 comedy:0.01563492732807348 ;;;;films:0.10123459538171786 character:0.01930123917079129 movie:0.03977823824279837 </endperson582>,0.4082482904638629;;;;0.38748688331623815;;;;0.2357022603955159 </endperson582>
26,22,4,viewers:+1 </endperson583>,0;;;;7;;;;43</endperson583>,4;;;;4;;;;4</endperson583>,scenes:-1 ;;;;electro:-1 bonus:-1 ;;;;movie:+1 specialeffects:+1 </endperson583>,scenes:0.05914997297188019 ;;;;electro:0.058119245854439526 bonus:0.025694294363752406 ;;;;movie:0.19196904485194324 specialeffects:[0.029736245479662127|0.0658670380693616] </endperson583>,0.39769593612567444;;;;0.4082482904638629;;;;0.12520766527464522 </endperson583>
26,91,4,comedy:+1 scenes:+1 watch:-1 </endperson584>,5;;;;20;;;;44</endperson584>,4;;;;4;;;;4</endperson584>,hero:+1 watch:-1 ;;;;tfeel:+1 beau:-1 ;;;; </endperson584>,hero:0.02393479502516892 watch:0.022857594994419403 ;;;;tfeel:[0.0|0.02223308466738032] beau:0.0 ;;;; </endperson584>,0.4476715491491625;;;;0.3774807298285614;;;;0.3957801231386876 </endperson584>
26,16,5,cast:+1 </endperson585>,5</endperson585>,4</endperson585>,character:+1 character:-1 </endperson585>,character:0.0 character:0.0 </endperson585>,0.4476715491491625 </endperson585>
26,113,5,movie:+1 performances:+1 actress:-1 </endperson586>,42;;;;44</endperson586>,4;;;;4</endperson586>, ;;;;smells:+1 </endperson586>, ;;;;smells:0.02780992142251847 </endperson586>,0.11970436818383134;;;;0.3957801231386876 </endperson586>
26,14,5,actors:+1 isnt:-1 credits:-1 </endperson587>,0;;;;7;;;;15</endperson587>,4;;;;4;;;;4</endperson587>, ;;;; ;;;; </endperson587>, ;;;; ;;;; </endperson587>,0.39769593612567444;;;;0.4082482904638629;;;;0.25670629100817943 </endperson587>
26,43,5, </endperson588>,0</endperson588>,4</endperson588>,performances:+1 isnt:-1 </endperson588>,performances:0.0212900172557299 isnt:[0.18718254065372955|0.0|0.0] </endperson588>,0.39769593612567444 </endperson588>
26,90,5,comedy:+1 arent:-1 acting:-1 </endperson589>,5;;;;7;;;;53</endperson589>,4;;;;4;;;;4</endperson589>, ;;;;soundtrack:+1 ending:+1 reviews:+1 character:-1 watch:-1 bonus:-1 ;;;;character:+1 percussion:+1 movie:-1 brass:-1 </endperson589>, ;;;;soundtrack:0.02380602518096489 ending:0.02283785163902019 reviews:0.027546873806982827 character:0.04161665848167712 watch:0.013675080981340492 bonus:0.058477675889670885 ;;;;character:0.019823298890355154 percussion:0.03932859539085653 movie:0.06128123943555229 brass:0.03756975485578445 </endperson589>,0.4476715491491625;;;;0.4082482904638629;;;;0.30762483740696744 </endperson589>
26,33,5,performance:+1 tshow:+1 credits:-1 </endperson590>,5;;;;42;;;;60</endperson590>,4;;;;4;;;;4</endperson590>,character:+1 character:-1 credits:-1 ;;;;films:+1 performance:+1 scenery:+1 moments:-1 ;;;;wi:+1 watch:-1 </endperson590>,character:0.0 character:0.0 credits:0.032806896465216916 ;;;;films:0.010396062410595824 performance:0.026930099335876118 scenery:0.024796899395634526 moments:0.015305312105188032 ;;;;wi:[0.0] watch:0.03784127492926108 </endperson590>,0.4476715491491625;;;;0.11970436818383134;;;;0.29108747471715346 </endperson590>
26,101,4,actresses:+1 cast:+1 genre:+1 screen:+1 viewers:-1 </endperson591>,6;;;;7;;;;45</endperson591>,4;;;;4;;;;4</endperson591>,cast:+1 character:+1 ;;;;soundtrack:+1 chickflick:+1 bonus:-1 ;;;; </endperson591>,cast:0.0382190721795824 character:0.03593588243659885 ;;;;soundtrack:0.020773699769409334 chickflick:[0.06297505563407167|0.05961719715306652] bonus:0.025514500486964797 ;;;; </endperson591>,0.16559548806753221;;;;0.4082482904638629;;;;0.41181662786835815 </endperson591>
26,125,5,performance:+1 storyline:+1 films:-1 </endperson592>,35;;;;51</endperson592>,4;;;;4</endperson592>,films:+1 actors:+1 script:+1 ;;;;films:+1 cast:+1 hollywood:+1 character:-1 </endperson592>,films:0.04875977377486138 actors:0.011341184751718301 script:0.015840543499026968 ;;;;films:0.027113084321325583 cast:0.02748887686720775 hollywood:[0.024082596193067587] character:0.025846704042748764 </endperson592>,0.12520766527464522;;;;0.2357022603955159 </endperson592>
26,73,3,movie:+1 performance:-1 watch:-1 </endperson593>,2;;;;7;;;;23;;;;43</endperson593>,4;;;;4;;;;3;;;;4</endperson593>,downside:+1 star:+1 movie:+1 scenes:+1 ;;;;soundtrack:+1 star:+1 ;;;;scenes:+1 ;;;;sequels:+1 sciencefiction:+1 isnt:+1 specialeffects:+1 character:-1 comics:-1 </endperson593>,downside:0.042847432928009466 star:0.017512982369102634 movie:0.14864698702061524 scenes:0.023378690403283896 ;;;;soundtrack:0.022697342721495907 star:0.0417485871578588 ;;;;scenes:0.026960976767456686 ;;;;sequels:0.03352863584173591 sciencefiction:[0.029786607793028448|0.029927878292910704] isnt:[0.08211075161555152|0.0|0.0] specialeffects:[0.043463823753617355|0.04813710150088635] character:0.07941991966687849 comics:0.07330511163471279 </endperson593>,0.32873950775475924;;;;0.4082482904638629;;;;0.16666666666666663;;;;0.12520766527464522 </endperson593>
26,78,4,actress:+1 character:-1 </endperson594>,2;;;;57</endperson594>,4;;;;3</endperson594>,movie:+1 ;;;;actor:+1 </endperson594>,movie:0.13822116574542337 ;;;;actor:0.020972083160143474 </endperson594>,0.32873950775475924;;;;0.4495011404206206 </endperson594>
26,94,5,performance:+1 scenery:+1 movie:-1 </endperson595>,5;;;;15;;;;31</endperson595>,4;;;;4;;;;4</endperson595>, ;;;; ;;;; </endperson595>, ;;;; ;;;; </endperson595>,0.4476715491491625;;;;0.25670629100817943;;;;0.33333333333333326 </endperson595>
26,142,5,cast:+1 films:+1 movie:-1 </endperson596>,7</endperson596>,4</endperson596>,chemistry:+1 scenes:+1 </endperson596>,chemistry:0.021353309950537677 scenes:0.053085320220802666 </endperson596>,0.4082482904638629 </endperson596>
26,36,5,cast:+1 isnt:+1 plot:+1 storyline:+1 directing:+1 watch:-1 comedy:-1 </endperson597>,0;;;;5;;;;35</endperson597>,4;;;;4;;;;4</endperson597>,comedy:+1 ;;;;soundtrack:+1 character:-1 moments:-1 storyline:-1 mom:-1 ;;;;character:+1 performance:+1 comedy:-1 </endperson597>,comedy:0.01562961306385085 ;;;;soundtrack:0.021147213099747927 character:0.02464575917851139 moments:0.05709269270521047 storyline:0.040848570519756336 mom:0.0 ;;;;character:0.03191489767216192 performance:0.021680849615880127 comedy:0.010897425869586364 </endperson597>,0.39769593612567444;;;;0.4476715491491625;;;;0.12520766527464522 </endperson597>
26,92,5,movie:+1 scenes:+1 </endperson598>,53;;;;60</endperson598>,4;;;;4</endperson598>,guitar:+1 tfeel:-1 ;;;;reviews:+1 acting:+1 </endperson598>,guitar:0.062433981498181294 tfeel:[0.0|0.025601264267008473] ;;;;reviews:0.025610687777245466 acting:0.016016481562307974 </endperson598>,0.30762483740696744;;;;0.29108747471715346 </endperson598>
26,179,4,isnt:+1 movie:-1 </endperson599>,11</endperson599>,4</endperson599>,movie:+1 disc:+1 movie:-1 </endperson599>,movie:0.11766117265300154 disc:0.0 movie:0.11766117265300154 </endperson599>,0.43909314116939013 </endperson599>
26,89,5, </endperson600>,15</endperson600>,4</endperson600>,films:+1 producer:+1 </endperson600>,films:0.01843336494432564 producer:0.022649083866001434 </endperson600>,0.25670629100817943 </endperson600>
26,149,5,choreography:+1 comedy:+1 watch:-1 </endperson601>,7;;;;43</endperson601>,4;;;;4</endperson601>,storyline:+1 bonus:-1 sexreferences:-1 ;;;;stunt:+1 actors:+1 movie:+1 character:-1 watch:-1 comedy:-1 </endperson601>,storyline:0.06381569628857109 bonus:0.05410230231903593 sexreferences:[0.024584025162508454|0.0|0.0] ;;;;stunt:0.022422545758553163 actors:0.03568443000103405 movie:0.13563792334328165 character:0.0 watch:0.05767030022396495 comedy:0.039951098023941777 </endperson601>,0.4082482904638629;;;;0.12520766527464522 </endperson601>
26,30,3,movies:+1 movie:+1 scenes:+1 movie:-1 </endperson602>,0;;;;42</endperson602>,4;;;;4</endperson602>,isnt:+1 isnt:-1 ;;;;scenes:+1 ending:-1 </endperson602>,isnt:[0.16689658392218326|0.0|0.0] isnt:[0.16689658392218326|0.0|0.0] ;;;;scenes:0.042818264724509184 ending:0.01672902325289991 </endperson602>,0.39769593612567444;;;;0.11970436818383134 </endperson602>
26,32,4,actor:+1 character:+1 films:-1 isnt:-1 </endperson603>,0;;;;56</endperson603>,4;;;;4</endperson603>,isnt:+1 ;;;;chemistry:+1 soundtrack:+1 character:+1 moments:+1 tfeel:+1 storyline:+1 </endperson603>,isnt:[0.16441583862015674|0.0|0.0] ;;;;chemistry:0.020190141633099446 soundtrack:0.020441923852747696 character:0.023823788507918935 moments:0.0367923808312484 tfeel:[0.0|0.013643311166456114] storyline:0.019743106671309015 </endperson603>,0.39769593612567444;;;;0.3517320162816949 </endperson603>
26,164,3,wi:+1 movie:+1 plot:+1 character:-1 </endperson604>,8;;;;30;;;;31</endperson604>,4;;;;4;;;;4</endperson604>,movie:+1 isnt:+1 tfeel:+1 director:+1 plot:-1 characters:-1 ;;;;performance:+1 films:-1 character:-1 watch:-1 performances:-1 ;;;;isnt:+1 screenplay:+1 isnt:-1 </endperson604>,movie:0.10013394929406401 isnt:[0.10959989385661252|0.0|0.0] tfeel:[0.0|0.03179961772067517] director:0.049865110168513575 plot:0.061189972636625026 characters:0.014546848953855955 ;;;;performance:0.0216512028662377 films:0.03343281485219305 character:0.031871256717221796 watch:0.039272916707469886 performances:0.013117422067490754 ;;;;isnt:[0.13939875857503564|0.0|0.0] screenplay:0.03345890405735879 isnt:[0.13939875857503564|0.0|0.0] </endperson604>,0.16666666666666663;;;;0.408248290463863;;;;0.33333333333333326 </endperson604>
26,40,4,acting:+1 </endperson605>,0;;;;7;;;;45</endperson605>,4;;;;4;;;;3</endperson605>,actress:-1 ;;;;character:-1 sexreferences:-1 ;;;;isnt:-1 </endperson605>,actress:0.0685229536481801 ;;;;character:0.02099869699404769 sexreferences:[0.020111466881006925|0.0|0.0] ;;;;isnt:[0.1426716022361759|0.0|0.0] </endperson605>,0.39769593612567444;;;;0.4082482904638629;;;;0.41181662786835815 </endperson605>
26,159,4,watch:-1 </endperson606>,35</endperson606>,4</endperson606>,audiences:+1 films:-1 character:-1 </endperson606>,audiences:0.028863610303045562 films:0.03214353908370634 character:0.040856266135172375 </endperson606>,0.12520766527464522 </endperson606>
26,193,5,character:-1 movie:-1 plot:-1 </endperson607>,15;;;;56</endperson607>,4;;;;4</endperson607>,turns:+1 accent:-1 ;;;; </endperson607>,turns:0.01535322979653632 accent:0.03658968223782808 ;;;; </endperson607>,0.25670629100817943;;;;0.3517320162816949 </endperson607>
26,1,5,acting:+1 </endperson608>,43</endperson608>,4</endperson608>,performance:+1 movie:+1 isnt:+1 </endperson608>,performance:0.022103442166994544 movie:0.25145987236701334 isnt:[0.181958327169378|0.0|0.0] </endperson608>,0.12520766527464522 </endperson608>
26,93,4,viewing:+1 </endperson609>,5;;;;11</endperson609>,4;;;;4</endperson609>,performance:+1 scenes:-1 ;;;;movies:-1 movie:-1 </endperson609>,performance:0.028732338433983255 scenes:0.022277472645658776 ;;;;movies:0.01336533966190113 movie:0.17000091352708388 </endperson609>,0.4476715491491625;;;;0.43909314116939013 </endperson609>
26,48,5, </endperson610>,0;;;;31</endperson610>,4;;;;4</endperson610>,character:+1 watch:+1 specialeffects:+1 ;;;;storyline:+1 </endperson610>,character:0.0 watch:0.017503006312502935 specialeffects:[0.03400910682569133|0.037665803094154585] ;;;;storyline:0.010530054008153416 </endperson610>,0.39769593612567444;;;;0.33333333333333326 </endperson610>
26,50,4,character:+1 </endperson611>,5</endperson611>,4</endperson611>, </endperson611>, </endperson611>,0.4476715491491625 </endperson611>
27,126,4,movie:+1 plot:+1 </endperson612>,53</endperson612>,4</endperson612>,films:+1 fare:+1 scenes:+1 performances:+1 movie:-1 humour:-1 vocals:-1 </endperson612>,films:0.008536608742629098 fare:0.0 scenes:0.008572735105395527 performances:0.013397412140994422 movie:0.01677150262069302 humour:[0.0|0.013890972595133645] vocals:0.026822033135329264 </endperson612>,0.23867882176102106 </endperson612>
27,133,4,movie:+1 </endperson613>,32</endperson613>,4</endperson613>,budget:+1 </endperson613>,budget:0.023889242076913758 </endperson613>,0.24143933389673566 </endperson613>
27,187,5,isnt:-1 </endperson614>,58</endperson614>,4</endperson614>,actors:+1 studios:-1 </endperson614>,actors:0.013327390745112331 studios:0.06991978103516891 </endperson614>,0.3338036606983299 </endperson614>
27,70,3,isnt:+1 </endperson615>,50</endperson615>,4</endperson615>, </endperson615>, </endperson615>,0.12518942849623715 </endperson615>
27,27,4, </endperson616>,2</endperson616>,4</endperson616>,performance:+1 scenes:+1 scenes:-1 </endperson616>,performance:0.011855309297615867 scenes:0.027575861518228096 scenes:0.027575861518228096 </endperson616>,0.25537924296279935 </endperson616>
27,164,2,plot:+1 mothers:+1 romance:-1 </endperson617>,26</endperson617>,4</endperson617>,wi:+1 movie:+1 plot:+1 character:-1 </endperson617>,wi:[0.0] movie:0.06684570756419085 plot:0.03574213505878128 character:0.021623296995743724 </endperson617>,0.11952009341719394 </endperson617>
27,53,3,scenes:+1 character:-1 </endperson618>,0</endperson618>,4</endperson618>,films:+1 character:+1 performance:+1 </endperson618>,films:0.02147803692434726 character:0.030712282152617103 performance:0.027818497286182464 </endperson618>,0.28165527203963947 </endperson618>
