@RELATION user-movie

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC 
@ATTRIBUTE item_rating STRING
@ATTRIBUTE sentiment STRING

@DATA
237,128:111,4,2,movie:-1 </endperson8507>
10,4:710,4,2,star:+1 storyline:-1 </endperson8508>
10,277:710,4,1,actors:+1 actors:-1 films:-1 comics:-1 acting:-1 </endperson8509>
10,585:710,4,4,character:+1 movie:-1 comics:-1 </endperson8510>
157,16:11,3,5,scenes:+1 </endperson8511>
157,347:11,4,5,films:+1 cast:+1 character:+1 </endperson8512>
157,384:11,4,4,performance:+1 movie:+1 isnt:+1 </endperson8513>
486,242:963,4,4, </endperson8514>
605,21:1249,4,4,director:+1 </endperson8515>
605,36:1249,4,4,stunt:+1 camerawork:-1 </endperson8516>
30,677:1457,2,2, </endperson8517>
33,493:1523,4,4,movie:+1 movie:-1 </endperson8518>
1,8:393,4,2,movie:+1 </endperson8519>
1,278:393,4,3,scenery:+1 </endperson8520>
1,304:393,4,4,movie:+1 moments:-1 </endperson8521>
1,322:393,4,4,scenes:-1 </endperson8522>
1,825:393,4,2,plot:-1 </endperson8523>
809,464:1508,4,4,moments:+1 moments:-1 </endperson8524>
809,894:1508,2,3, </endperson8525>
187,104:418,3,5,animation:+1 </endperson8526>
586,539:2162,4,2,films:+1 actress:+1 isnt:+1 isnt:-1 </endperson8527>
577,242:766,4,3,moments:+1 snothing:+1 moments:-1 </endperson8528>
637,7:779,4,4,reviews:+1 comedy:+1 moments:-1 reviews:-1 comedy:-1 sexreferences:-1 </endperson8529>
637,242:779,4,3,films:+1 plot:-1 characterisation:-1 </endperson8530>
637,384:779,4,3,movie:+1 comedy:+1 character:-1 movie:-1 watch:-1 comedy:-1 </endperson8531>
637,485:779,4,3,performance:+1 jack:-1 </endperson8532>
389,0:72,5,4, </endperson8533>
389,2:72,4,5,movies:-1 </endperson8534>
389,9:72,4,5, </endperson8535>
389,103:72,4,4, </endperson8536>
389,128:72,4,5,performance:+1 movie:-1 </endperson8537>
389,139:72,4,4,movie:+1 plot:+1 </endperson8538>
389,387:72,4,5, </endperson8539>
389,579:72,4,5, </endperson8540>
959,596:1417,4,3,character:+1 </endperson8541>
286,2:442,4,5, </endperson8542>
615,343:2464,2,5, </endperson8543>
615,884:2464,2,5,director:+1 </endperson8544>
1,1000:332,4,4, </endperson8545>
220,267:1072,4,4,movies:+1 </endperson8546>
220,294:1072,4,4,scenes:+1 budget:+1 scene:-1 </endperson8547>
220,514:1072,4,4,actress:+1 </endperson8548>
185,4:709,4,4,familyfilm:+1 movie:+1 specialeffects:+1 movies:-1 </endperson8549>
315,843:1516,2,5, </endperson8550>
189,500:267,3,5, </endperson8551>
493,188:2542,4,5, </endperson8552>
249,267:1632,4,5,character:-1 </endperson8553>
249,862:1632,4,3,plot:+1 </endperson8554>
124,231:974,5,2,comics:+1 </endperson8555>
124,377:974,4,5,specialeffects:+1 </endperson8556>
124,585:974,4,4,actors:+1 piano:-1 </endperson8557>
177,901:1398,4,3,character:+1 movie:+1 isnt:+1 movie:-1 </endperson8558>
441,306:412,4,5,movie:+1 acting:+1 films:-1 </endperson8559>
441,473:412,4,5,acting:+1 moments:-1 </endperson8560>
441,832:412,3,4,soundtrack:+1 </endperson8561>
8,40:1241,3,5,soundtrack:+1 scenes:+1 isnt:-1 </endperson8562>
278,473:2773,4,2, </endperson8563>
244,0:87,4,3,moments:-1 isnt:-1 </endperson8564>
244,7:87,4,4, </endperson8565>
244,384:87,4,3,comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson8566>
244,396:87,4,4,isnt:+1 </endperson8567>
337,608:1735,4,4,films:+1 performances:+1 snothing:+1 </endperson8568>
144,384:547,4,5,character:+1 </endperson8569>
396,587:1071,4,3, </endperson8570>
396,593:1071,3,5,comedy:+1 </endperson8571>
71,642:786,3,5,soundtrack:+1 plot:-1 </endperson8572>
843,297:1917,4,4,character:+1 snothing:+1 character:-1 twists:-1 </endperson8573>
626,105:1095,5,5,score:+1 acting:+1 score:-1 </endperson8574>
598,48:1622,4,4,comedy:+1 script:+1 </endperson8575>
598,539:1622,4,5, </endperson8576>
598,730:1622,3,4, </endperson8577>
598,966:1622,2,5,movie:+1 </endperson8578>
79,9:263,4,4,actress:+1 character:+1 </endperson8579>
79,123:263,4,5,character:+1 </endperson8580>
79,224:263,4,4,plot:+1 </endperson8581>
79,575:263,4,4,character:+1 </endperson8582>
122,241:176,4,4,movie:+1 clips:+1 </endperson8583>
396,242:611,4,2, </endperson8584>
493,697:1419,4,3,movie:+1 </endperson8585>
493,720:1419,4,4,specialeffects:+1 </endperson8586>
557,432:88,4,4, </endperson8587>
763,298:1487,4,4,espionage:-1 </endperson8588>
411,697:1362,4,5,movie:+1 scenes:+1 acting:+1 movie:-1 comedy:-1 </endperson8589>
585,294:649,4,4,acting:+1 budget:-1 </endperson8590>
144,395:1207,4,3,movie:+1 character:-1 </endperson8591>
132,67:1726,4,5,budget:+1 </endperson8592>
376,419:2169,4,5,isnt:+1 screen:+1 </endperson8593>
382,992:1759,3,4,character:+1 movie:+1 </endperson8594>
2,242:601,4,3,cast:-1 </endperson8595>
2,833:601,3,3,films:+1 </endperson8596>
443,757:1893,4,5, </endperson8597>
278,431:284,3,5,character:+1 character:-1 </endperson8598>
615,951:605,2,2,movie:+1 character:-1 </endperson8599>
157,369:1093,4,4,performances:+1 reviews:-1 </endperson8600>
641,97:2018,2,5,scenes:+1 </endperson8601>
7,240:852,3,3,acting:-1 </endperson8602>
7,586:852,4,5,specialeffects:+1 acting:+1 </endperson8603>
0,381:58,4,5, </endperson8604>
0,587:58,4,5, </endperson8605>
823,3:682,4,5, </endperson8606>
185,0:242,4,4,viewers:+1 films:-1 screen:-1 </endperson8607>
185,753:242,4,5, </endperson8608>
901,821:748,4,5,movie:-1 scenes:-1 </endperson8609>
8,9:533,4,5,performance:+1 character:-1 </endperson8610>
8,646:533,4,4,films:+1 acting:+1 films:-1 character:-1 movie:-1 </endperson8611>
473,282:2713,4,5,actors:+1 halfhour:+1 </endperson8612>
473,458:2713,4,5,actors:+1 carchase:+1 rockets:-1 </endperson8613>
473,466:2713,4,5,cast:+1 </endperson8614>
473,838:2713,4,4, </endperson8615>
0,2:201,4,4,movie:+1 </endperson8616>
0,578:201,4,4,viewers:+1 </endperson8617>
144,384:2363,4,4,movie:+1 comedy:+1 </endperson8618>
144,396:2363,3,4, </endperson8619>
144,0:239,4,3,screenplay:+1 character:-1 reviews:-1 isnt:-1 </endperson8620>
144,241:239,5,3, </endperson8621>
144,294:239,4,4,character:+1 plot:+1 beau:-1 </endperson8622>
0,79:169,4,4,isnt:-1 </endperson8623>
0,228:169,4,5,moments:-1 </endperson8624>
0,231:169,4,4,cameraangles:+1 </endperson8625>
0,582:169,3,4, </endperson8626>
8,585:1196,4,1,stunt:+1 brass:+1 tpay:+1 percussion:-1 </endperson8627>
715,187:2124,4,1, </endperson8628>
577,237:351,4,2,tlook:+1 </endperson8629>
7,114:1006,4,5,films:-1 </endperson8630>
7,157:1006,4,5,cast:+1 films:+1 movie:-1 </endperson8631>
7,169:1006,5,5,character:-1 star:-1 fans:-1 </endperson8632>
7,242:1006,4,5,character:+1 </endperson8633>
7,377:1006,3,5, </endperson8634>
7,642:1006,4,4,wi:+1 specialeffects:+1 </endperson8635>
209,196:1993,4,4, </endperson8636>
585,9:884,4,3,character:+1 scenes:+1 camera:-1 </endperson8637>
585,124:884,4,3,prom:-1 </endperson8638>
585,120:2141,4,3,plot:-1 </endperson8639>
585,584:2141,4,5,actors:-1 watch:-1 acting:-1 </endperson8640>
144,0:126,4,3,isnt:+1 scenes:+1 isnt:-1 </endperson8641>
865,297:196,4,4, </endperson8642>
244,7:1053,4,5,storyline:+1 acting:+1 character:-1 watch:-1 bonus:-1 </endperson8643>
631,826:387,4,4,character:-1 </endperson8644>
746,313:705,4,4, </endperson8645>
472,943:354,2,5,horror:+1 tfeel:-1 </endperson8646>
585,144:1875,4,2,films:+1 films:-1 </endperson8647>
637,122:2170,4,4,comedy:+1 character:-1 watch:-1 </endperson8648>
36,493:367,4,5,wi:+1 isnt:+1 </endperson8649>
241,363:101,4,5,storm:-1 scene:-1 </endperson8650>
322,433:2514,4,5,performance:+1 acting:+1 character:-1 </endperson8651>
124,122:988,4,4,comedy:+1 comedy:-1 </endperson8652>
568,367:250,4,5,films:+1 movies:-1 scenes:-1 audiences:-1 </endperson8653>
585,79:1852,4,3,movie:-1 </endperson8654>
169,8:849,4,5,movie:+1 </endperson8655>
169,74:849,5,5,movie:+1 studio:-1 cast:-1 character:-1 </endperson8656>
169,239:849,4,4, </endperson8657>
244,184:1331,4,1,films:-1 </endperson8658>
244,384:1331,4,3,movie:+1 isnt:+1 plot:+1 acting:+1 actors:-1 isnt:-1 </endperson8659>
150,561:78,4,2,acting:+1 </endperson8660>
0,13:131,4,5,oscar:+1 performance:+1 </endperson8661>
0,94:131,3,5,performances:-1 </endperson8662>
0,138:131,4,5,actors:-1 </endperson8663>
0,585:131,4,4,director:+1 score:-1 </endperson8664>
0,608:131,4,4,plot:+1 </endperson8665>
235,124:1862,5,5, </endperson8666>
585,96:39,4,3,films:+1 acting:+1 </endperson8667>
189,564:1676,4,5,character:+1 characterisation:+1 character:-1 </endperson8668>
585,79:1165,4,3,parks:+1 character:-1 gum:-1 </endperson8669>
585,384:1165,4,3,movie:+1 movie:-1 reviews:-1 </endperson8670>
313,901:227,4,4,movie:+1 movies:-1 </endperson8671>
244,157:468,4,5,performance:+1 storyline:+1 films:-1 </endperson8672>
447,28:1487,3,2, </endperson8673>
447,454:1487,4,3,films:+1 ending:+1 moments:-1 storyline:-1 </endperson8674>
447,746:1487,4,2,reviews:+1 movie:+1 actionsequences:+1 </endperson8675>
447,812:1487,3,4,slapstick:-1 </endperson8676>
443,757:2307,4,5,films:+1 performance:+1 </endperson8677>
249,907:570,4,4,movie:+1 films:-1 </endperson8678>
14,270:1356,3,5,trailer:+1 wi:+1 casting:+1 </endperson8679>
14,274:1356,4,5, </endperson8680>
140,71:703,4,5,movie:+1 scenes:+1 character:-1 watch:-1 drawer:-1 tmean:-1 </endperson8681>
140,139:703,1,5,movie:+1 </endperson8682>
322,328:2806,4,4,character:+1 </endperson8683>
322,672:2806,4,4, </endperson8684>
322,854:2806,3,5, </endperson8685>
385,109:259,4,5,actor:+1 directing:+1 </endperson8686>
382,2:528,4,4,movies:-1 movie:-1 </endperson8687>
763,21:196,4,1,script:-1 </endperson8688>
763,297:196,4,4, </endperson8689>
763,465:196,3,4, </endperson8690>
79,384:1902,4,4,movie:+1 </endperson8691>
266,189:1439,3,1,plot:+1 isnt:+1 </endperson8692>
620,454:1536,3,1,storyline:+1 </endperson8693>
620,856:1536,3,1, </endperson8694>
198,38:1558,3,5,performances:+1 scene:+1 </endperson8695>
198,44:1558,4,3,cast:+1 director:+1 scene:+1 adventure:-1 films:-1 </endperson8696>
198,224:1558,3,3, </endperson8697>
198,309:1558,4,3,wi:+1 performance:+1 sequences:+1 moments:-1 plot:-1 </endperson8698>
198,514:1558,4,3, </endperson8699>
198,564:1558,4,4, </endperson8700>
198,585:1558,4,5,director:+1 scenes:+1 performances:+1 character:-1 </endperson8701>
2,631:555,4,5,films:+1 movie:+1 </endperson8702>
79,142:1823,4,4,movie:+1 isnt:+1 character:-1 </endperson8703>
79,235:1823,3,4,performance:+1 </endperson8704>
79,547:1823,4,4,character:+1 acting:+1 </endperson8705>
79,585:1823,4,3,character:+1 strings:+1 humour:+1 movie:-1 </endperson8706>
432,208:2326,4,5,character:+1 </endperson8707>
432,222:2326,4,5,moving:+1 character:-1 </endperson8708>
432,278:2326,4,5, </endperson8709>
432,321:2326,4,3,movie:+1 </endperson8710>
432,465:2326,4,5,films:-1 watch:-1 </endperson8711>
432,515:2326,4,5,movie:+1 </endperson8712>
432,539:2326,4,5,character:-1 </endperson8713>
7,8:830,4,3,moments:-1 watch:-1 </endperson8714>
7,79:830,4,3,films:-1 budget:-1 </endperson8715>
7,573:830,3,3, </endperson8716>
7,589:830,5,2, </endperson8717>
389,246:655,4,3,movie:+1 cast:-1 plot:-1 </endperson8718>
7,79:1104,4,4,films:+1 </endperson8719>
7,157:1104,4,5,movies:+1 mannerisms:+1 </endperson8720>
7,242:1104,4,5,viewers:+1 </endperson8721>
7,286:1104,4,5,robot:-1 </endperson8722>
7,343:1104,4,5, </endperson8723>
7,577:1104,3,4,films:-1 </endperson8724>
7,644:1104,4,4, </endperson8725>
7,775:1104,3,5, </endperson8726>
434,321:2812,4,3, </endperson8727>
434,866:2812,3,3,character:-1 </endperson8728>
447,760:1512,4,2,acting:-1 </endperson8729>
447,852:1512,4,5,scenes:+1 </endperson8730>
447,913:1512,2,5, </endperson8731>
447,1036:1512,3,3, </endperson8732>
0,2:8,4,3,movies:+1 soundtrack:+1 performance:+1 movie:-1 </endperson8733>
737,309:705,5,5,scenes:+1 haunting:-1 horrorfilms:-1 twist:-1 </endperson8734>
3,332:680,4,5,diamond:+1 scenes:+1 </endperson8735>
3,449:680,4,5, </endperson8736>
3,465:680,4,4,character:-1 plot:-1 </endperson8737>
3,650:680,4,3,movie:+1 </endperson8738>
3,762:680,3,4,diamond:+1 acting:+1 </endperson8739>
120,138:701,4,5,wi:+1 movie:-1 </endperson8740>
362,121:2154,3,3, </endperson8741>
210,32:1519,3,5, </endperson8742>
210,57:1519,4,5,comedy:+1 acting:+1 character:-1 </endperson8743>
210,106:1519,4,5,character:+1 scenes:+1 animation:-1 </endperson8744>
210,263:1519,4,5,character:-1 </endperson8745>
210,493:1519,4,5,familyfilm:+1 isnt:+1 humour:+1 </endperson8746>
210,596:1519,4,4,films:+1 </endperson8747>
210,741:1519,4,5,isnt:+1 isnt:-1 </endperson8748>
585,7:917,4,2,chemistry:+1 moments:-1 sexreferences:-1 </endperson8749>
585,309:917,4,4, </endperson8750>
585,729:917,4,3, </endperson8751>
514,465:1301,4,4,character:-1 </endperson8752>
824,852:421,4,2,scenes:+1 films:-1 </endperson8753>
824,901:421,4,5,soundtrack:+1 character:+1 movie:+1 isnt:+1 scenes:+1 </endperson8754>
0,402:167,4,3,ending:+1 character:+1 storyline:+1 character:-1 </endperson8755>
6,124:759,5,4,subtitles:+1 character:+1 viewers:+1 plot:-1 </endperson8756>
120,157:812,4,5,watch:-1 </endperson8757>
7,122:988,4,4,comedy:+1 comedy:-1 </endperson8758>
7,128:988,4,3,character:-1 </endperson8759>
7,157:988,4,4,chemistry:+1 actor:+1 comedy:+1 performances:+1 comedy:-1 </endperson8760>
7,188:988,4,3,visuals:+1 isnt:-1 </endperson8761>
7,242:988,4,3,watch:-1 </endperson8762>
7,577:988,4,3,ending:+1 character:-1 </endperson8763>
7,585:988,4,2,wi:+1 movie:+1 genre:+1 </endperson8764>
7,586:988,4,5, </endperson8765>
9,75:1285,3,3,fare:+1 films:+1 scenes:+1 character:-1 </endperson8766>
9,128:1285,3,2,cast:+1 movie:+1 </endperson8767>
9,140:1285,2,1,isnt:+1 </endperson8768>
9,226:1285,4,4,star:+1 </endperson8769>
9,242:1285,4,2,chemistry:+1 </endperson8770>
9,286:1285,4,3,character:-1 </endperson8771>
9,337:1285,4,4,films:+1 </endperson8772>
9,585:1285,4,3,tfeel:-1 explosions:-1 </endperson8773>
9,600:1285,4,2,isnt:+1 </endperson8774>
9,647:1285,4,4,films:+1 scenes:+1 </endperson8775>
9,657:1285,4,3,performance:+1 specialeffects:+1 performances:+1 werent:-1 suspense:-1 </endperson8776>
585,7:870,4,4,chemistry:+1 moments:-1 performances:-1 </endperson8777>
89,138:1993,4,5, </endperson8778>
1,181:405,3,5, </endperson8779>
1,190:405,4,4,soundtrack:+1 </endperson8780>
1,870:405,2,4, </endperson8781>
415,1:389,4,4,films:+1 films:-1 movie:-1 </endperson8782>
415,463:389,3,5, </endperson8783>
415,465:389,4,3, </endperson8784>
901,850:393,3,1,director:+1 scene:-1 </endperson8785>
79,5:84,4,5, </endperson8786>
79,7:84,4,4,acting:+1 </endperson8787>
830,323:692,4,3,stunts:+1 </endperson8788>
377,239:1752,4,2,movie:-1 </endperson8789>
119,242:189,4,5, </endperson8790>
122,7:899,4,4,chemistry:+1 performance:+1 storyline:+1 watch:-1 </endperson8791>
178,8:263,4,4,films:+1 actionscenes:+1 character:-1 </endperson8792>
142,108:1571,4,5,character:+1 </endperson8793>
863,672:1432,4,5,character:-1 </endperson8794>
185,408:737,4,5,films:+1 actress:+1 wi:+1 movie:+1 </endperson8795>
539,2:616,4,4,character:-1 </endperson8796>
225,79:982,3,2,specialeffects:+1 screen:+1 movies:-1 specialeffects:-1 </endperson8797>
241,79:543,4,4,mummies:+1 films:-1 </endperson8798>
139,380:1996,4,5, </endperson8799>
139,389:1996,4,4, </endperson8800>
444,445:1336,4,4, </endperson8801>
444,471:1336,3,3,isnt:-1 </endperson8802>
444,602:1336,4,5, </endperson8803>
585,0:64,4,3,isnt:+1 actionfilms:+1 reviews:-1 credits:-1 </endperson8804>
585,79:64,4,3,cast:-1 isnt:-1 screen:-1 </endperson8805>
715,187:965,4,5,films:+1 reviews:+1 movie:+1 </endperson8806>
715,1008:965,4,5, </endperson8807>
585,5:455,4,5,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson8808>
480,852:1336,4,3,plot:+1 isnt:+1 isnt:-1 </endperson8809>
8,620:1269,4,2,toilethumour:-1 </endperson8810>
520,493:1261,3,3,character:-1 </endperson8811>
387,661:958,3,5, </endperson8812>
317,468:1687,4,5,movies:+1 actors:+1 scenes:+1 isnt:-1 </endperson8813>
124,572:577,4,4,performance:+1 </endperson8814>
585,229:465,4,5, </endperson8815>
106,185:1242,4,3,plot:-1 </endperson8816>
382,81:691,4,5,actress:+1 </endperson8817>
382,341:691,4,5,character:+1 isnt:-1 </endperson8818>
382,377:691,2,5, </endperson8819>
57,228:1672,4,5,performance:+1 movies:-1 </endperson8820>
36,8:1249,4,3,actor:+1 films:-1 </endperson8821>
36,605:1249,4,4,storyline:+1 </endperson8822>
50,199:654,4,5, </endperson8823>
50,202:654,3,4,acting:+1 character:-1 </endperson8824>
50,585:654,4,3,plot:+1 </endperson8825>
50,687:654,3,4,specialeffects:+1 moving:-1 </endperson8826>
50,688:654,3,4,movie:+1 plot:-1 </endperson8827>
50,714:654,3,4,films:+1 specialeffects:+1 </endperson8828>
50,729:654,4,4, </endperson8829>
585,7:724,4,3,character:+1 moments:-1 comedy:-1 </endperson8830>
585,382:724,4,2,actors:+1 films:+1 cringe:+1 actor:-1 acting:-1 </endperson8831>
585,532:724,4,4,scenes:+1 </endperson8832>
231,124:1862,4,5, </endperson8833>
224,242:2392,4,3,character:+1 </endperson8834>
608,487:13,4,3,character:-1 </endperson8835>
79,81:742,4,4,character:+1 character:-1 </endperson8836>
79,123:742,4,4,plot:+1 </endperson8837>
79,134:742,3,5,character:+1 isnt:-1 </endperson8838>
79,242:742,4,4,performance:+1 </endperson8839>
79,377:742,3,5,moments:-1 </endperson8840>
79,593:742,2,5, </endperson8841>
792,39:1560,3,4, </endperson8842>
792,516:1560,4,5,acting:+1 </endperson8843>
331,760:1972,3,3,movie:+1 films:-1 plot:-1 </endperson8844>
432,203:2575,3,5,films:+1 </endperson8845>
432,835:2575,0,4, </endperson8846>
432,1008:2575,0,5,specialeffects:+1 </endperson8847>
7,139:1073,4,4,movies:+1 </endperson8848>
231,124:491,5,2, </endperson8849>
401,108:351,4,5, </endperson8850>
401,547:351,5,1,actor:+1 character:+1 movie:+1 isnt:+1 cringe:+1 </endperson8851>
326,978:1363,4,4, </endperson8852>
679,471:579,3,3, </endperson8853>
295,322:1402,4,5, </endperson8854>
7,81:812,4,5, </endperson8855>
7,609:1094,4,5,cast:+1 </endperson8856>
7,1004:1094,3,5, </endperson8857>
7,0:225,4,2,specialeffects:+1 isnt:-1 </endperson8858>
7,242:225,4,3,snothing:+1 </endperson8859>
322,253:692,3,4,performance:+1 </endperson8860>
322,281:692,4,4,fans:+1 </endperson8861>
322,282:692,4,3,specialeffects:+1 </endperson8862>
322,835:692,4,3,budget:+1 comedy:-1 </endperson8863>
322,839:692,4,5,movie:+1 </endperson8864>
322,1015:692,4,4,movies:+1 soundtrack:+1 movie:+1 directors:+1 plot:-1 </endperson8865>
322,1043:692,3,1,movie:+1 </endperson8866>
966,667:245,3,4,blooper:+1 </endperson8867>
433,274:1439,4,5,performance:+1 scenes:+1 acting:+1 </endperson8868>
382,242:1020,4,2,actors:+1 </endperson8869>
297,29:1355,4,5,prince:+1 </endperson8870>
297,321:1355,4,2,castle:-1 </endperson8871>
297,746:1355,4,4,movie:+1 moments:-1 tanything:-1 </endperson8872>
297,917:1355,4,5, </endperson8873>
577,237:2662,5,4, </endperson8874>
4,156:472,4,4,films:+1 twists:+1 </endperson8875>
4,244:472,4,3,soundtrack:+1 viewers:+1 character:-1 </endperson8876>
48,198:1624,4,4,moments:+1 scenes:-1 </endperson8877>
189,185:877,3,4,character:-1 </endperson8878>
189,766:877,3,4, </endperson8879>
0,577:181,5,4,performances:+1 viewing:+1 </endperson8880>
0,691:181,4,4,character:-1 </endperson8881>
0,989:181,3,4, </endperson8882>
38,54:989,4,5,character:-1 </endperson8883>
38,567:989,4,4,casting:+1 moments:-1 plot:-1 </endperson8884>
38,950:989,4,3, </endperson8885>
4,7:709,4,4,storyline:+1 scenes:+1 </endperson8886>
4,185:709,4,3,character:-1 </endperson8887>
585,7:1118,4,2,character:-1 plot:-1 bonus:-1 scenes:-1 </endperson8888>
79,7:949,4,4,character:+1 plot:+1 storyline:+1 acting:+1 </endperson8889>
335,455:1473,3,4,movie:+1 </endperson8890>
335,457:1473,3,4,sblood:-1 </endperson8891>
335,478:1473,3,4, </endperson8892>
289,445:1605,4,4, </endperson8893>
289,963:1605,4,5,scene:-1 </endperson8894>
198,55:1657,4,5,actors:+1 </endperson8895>
89,384:2011,4,5,character:+1 character:-1 </endperson8896>
493,194:1971,4,3,films:+1 scenes:+1 moments:-1 plot:-1 </endperson8897>
241,233:176,4,4,films:+1 </endperson8898>
79,242:1200,4,3, </endperson8899>
6,242:624,4,4,character:+1 performance:+1 </endperson8900>
188,369:883,4,5, </endperson8901>
563,245:873,4,3, </endperson8902>
563,294:873,4,1, </endperson8903>
563,564:873,4,3,knight:-1 gravitas:-1 </endperson8904>
585,120:1871,4,4,star:+1 humour:-1 </endperson8905>
71,10:710,4,1,films:+1 comics:+1 films:-1 </endperson8906>
776,457:748,3,4, </endperson8907>
1010,297:196,4,4, </endperson8908>
1010,840:196,2,1,films:-1 acting:-1 </endperson8909>
1010,890:196,4,5,smells:-1 </endperson8910>
207,454:1642,4,4,movie:+1 humour:+1 movie:-1 humour:-1 mom:-1 </endperson8911>
207,746:1642,4,2,movie:+1 tanything:-1 </endperson8912>
207,901:1642,3,1,character:-1 isnt:-1 </endperson8913>
5,150:78,4,4,acting:+1 acting:-1 </endperson8914>
5,501:78,4,4,character:+1 </endperson8915>
5,586:78,4,4,trailer:+1 character:+1 screen:-1 </endperson8916>
242,166:1200,4,4,character:+1 </endperson8917>
185,0:219,4,4,performance:+1 isnt:+1 ending:-1 isnt:-1 watch:-1 </endperson8918>
185,180:219,4,5,performance:+1 character:-1 </endperson8919>
185,278:219,4,2,performance:+1 </endperson8920>
7,81:752,4,5,character:-1 </endperson8921>
7,385:752,3,4, </endperson8922>
249,268:756,4,4,mannerisms:+1 credits:-1 </endperson8923>
489,7:1055,4,1,roles:+1 bonus:-1 </endperson8924>
7,79:742,4,3,scenes:-1 </endperson8925>
7,81:742,4,4,character:+1 character:-1 </endperson8926>
7,90:742,3,4, </endperson8927>
7,128:742,4,4, </endperson8928>
7,242:742,4,4,performance:+1 </endperson8929>
7,585:742,4,3,guitar:+1 tfeel:-1 </endperson8930>
7,593:742,3,5, </endperson8931>
7,630:742,3,4,performances:+1 </endperson8932>
7,781:742,4,5, </endperson8933>
79,242:1580,4,4, </endperson8934>
242,139:429,4,4,movie:+1 </endperson8935>
596,188:748,3,4,chemistry:+1 character:+1 performance:+1 pace:+1 </endperson8936>
539,593:158,3,5,scenes:-1 </endperson8937>
377,231:690,4,1,moments:+1 films:-1 </endperson8938>
767,447:2803,3,3, </endperson8939>
729,48:1625,5,4, </endperson8940>
729,50:1625,4,4,movie:+1 </endperson8941>
729,564:1625,4,3,films:-1 script:-1 </endperson8942>
729,585:1625,4,1,actor:+1 stunt:+1 character:-1 acting:-1 </endperson8943>
729,931:1625,4,5, </endperson8944>
382,133:701,4,4, </endperson8945>
382,236:701,4,5,actors:-1 character:-1 </endperson8946>
539,278:388,4,1,characterisation:-1 acting:-1 </endperson8947>
455,828:2271,3,4, </endperson8948>
455,869:2271,4,3, </endperson8949>
62,347:275,4,5,films:+1 character:+1 specialeffects:+1 script:+1 </endperson8950>
396,532:2167,4,4,cast:+1 movie:+1 </endperson8951>
585,42:710,4,5, </endperson8952>
585,956:710,4,5,cast:+1 films:+1 character:+1 scenes:+1 watch:-1 </endperson8953>
52,539:1646,2,5,isnt:+1 acting:+1 </endperson8954>
52,901:1646,4,4,reviews:+1 movie:+1 </endperson8955>
254,438:833,4,4,ending:+1 </endperson8956>
2,6:486,4,5, </endperson8957>
5,201:753,4,4,scenes:+1 character:-1 </endperson8958>
455,453:2822,4,1, </endperson8959>
231,235:2093,5,3,budget:-1 </endperson8960>
231,237:2093,5,3, </endperson8961>
231,239:2093,4,3, </endperson8962>
247,521:1544,3,5, </endperson8963>
7,74:1063,4,3,films:-1 movie:-1 </endperson8964>
7,128:1063,4,3,movie:+1 </endperson8965>
7,140:1063,4,2,ending:+1 wi:+1 isnt:+1 films:-1 </endperson8966>
7,167:1063,4,4,character:+1 character:-1 </endperson8967>
7,488:1063,5,4,films:+1 popcorn:+1 comedy:+1 </endperson8968>
7,561:1063,4,5,wi:+1 character:+1 fans:+1 cast:-1 </endperson8969>
7,585:1063,4,3,wi:+1 character:+1 motifs:-1 </endperson8970>
142,173:2312,4,5,semi:+1 moments:-1 </endperson8971>
142,263:2312,4,5,producer:+1 isnt:-1 </endperson8972>
125,81:1910,4,4,movie:+1 </endperson8973>
447,928:2742,3,4, </endperson8974>
0,363:101,4,5,storm:-1 scene:-1 </endperson8975>
275,901:2055,4,4,movie:+1 character:-1 moments:-1 </endperson8976>
2,48:527,4,5, </endperson8977>
2,901:527,4,5, </endperson8978>
558,901:2671,4,5,actor:+1 films:+1 </endperson8979>
226,286:1285,4,3,character:-1 </endperson8980>
140,589:776,4,3,soundtrack:+1 movie:+1 character:-1 movie:-1 </endperson8981>
559,169:175,5,4,isnt:+1 films:-1 character:-1 </endperson8982>
585,144:544,4,3,character:-1 </endperson8983>
7,8:845,4,3,movie:+1 </endperson8984>
7,126:845,4,4, </endperson8985>
7,539:845,4,4,character:+1 storyline:+1 isnt:-1 </endperson8986>
7,586:845,4,4,actresses:+1 moments:-1 </endperson8987>
30,868:1263,3,2, </endperson8988>
140,412:1563,2,3,films:+1 acting:+1 films:-1 </endperson8989>
0,7:20,4,4,chemistry:+1 storyline:+1 watch:-1 bonus:-1 </endperson8990>
0,644:20,4,5,moments:-1 </endperson8991>
398,347:595,4,5,movie:-1 </endperson8992>
398,615:595,4,4,costume:+1 </endperson8993>
398,999:595,1,3,isnt:-1 </endperson8994>
79,224:778,4,3, </endperson8995>
79,239:778,4,4,isnt:+1 </endperson8996>
79,240:778,4,4,familyfilm:+1 star:+1 comedy:+1 comedy:-1 </endperson8997>
79,377:778,4,4,star:+1 </endperson8998>
116,585:512,4,3,character:+1 strings:-1 </endperson8999>
547,142:2312,4,5,isnt:+1 actor:-1 </endperson9000>
547,263:2312,4,5,producer:+1 isnt:-1 </endperson9001>
